GEOID10,H72003_dp,H72004_dp,H72005_dp,H72006_dp,H72007_dp,H72008_dp,H72009_dp,H72003_sf,H72004_sf,H72005_sf,H72006_sf,H72007_sf,H72008_sf,H72009_sf
390490085005,945,24,4,11,0,8,19,975,19,1,10,0,10,17
390490087101,193,471,3,9,2,9,26,197,470,4,5,0,11,18
390490087102,59,576,5,24,0,5,17,55,580,0,28,0,0,17
390490087103,80,478,1,15,0,0,14,74,469,2,10,0,1,13
390490087104,48,625,3,18,0,0,11,49,628,7,21,0,2,30
390490087201,219,471,6,86,0,7,16,209,477,2,94,0,13,23
390490087202,362,127,1,34,0,13,31,352,130,0,33,0,3,35
390490087203,532,411,11,69,2,156,78,534,395,9,51,1,177,60
390490087204,141,551,0,36,0,74,29,160,555,1,48,0,59,38
390490087301,185,727,3,1,0,34,45,185,722,4,3,0,46,49
390490087302,367,333,4,3,2,20,37,358,336,6,1,1,17,33
390490088111,655,207,0,4,0,15,39,668,216,1,1,0,12,26
390490088112,920,20,0,0,0,5,10,914,12,0,0,3,10,10
390490088121,580,1216,14,5,1,26,95,591,1206,15,8,0,25,96
390490088122,238,782,4,12,0,18,43,244,790,4,7,0,16,32
390490088131,80,794,2,4,0,11,25,65,789,1,0,0,14,26
390490088132,151,655,1,4,0,6,11,166,656,1,12,0,5,7
390490088133,74,458,2,4,0,15,27,76,462,2,3,0,12,29
390490088211,929,17,0,8,0,15,23,916,20,2,8,0,19,24
390490088212,859,6,3,8,0,18,15,869,12,1,9,0,6,22
390490088213,757,14,2,2,1,2,18,756,16,3,0,0,5,7
390490088221,1531,623,11,20,0,22,52,1514,630,10,33,0,21,57
390490088222,1251,374,6,14,1,29,82,1267,367,4,2,2,27,82
390490088251,1172,105,0,9,0,6,30,1182,100,1,20,0,17,34
390490088252,1149,70,3,21,0,5,30,1129,60,6,4,1,6,19
390490088253,2071,310,6,35,0,23,49,2085,329,4,38,0,31,63
390490088254,1109,35,4,9,0,16,33,1106,26,4,3,0,5,23
390490089001,1276,67,0,21,1,4,28,1282,60,1,24,0,1,34
390490089002,676,33,0,27,0,3,35,673,45,1,28,0,1,19
390490089003,567,21,4,8,0,4,14,573,11,1,6,0,1,12
390490089004,1883,284,9,25,0,11,61,1874,291,9,24,1,15,76
390490090001,1154,26,1,28,0,4,11,1145,30,0,25,0,4,16
390490090002,1181,89,0,12,0,7,42,1178,85,0,23,1,3,33
390490090003,676,1,3,12,0,0,7,681,10,1,9,0,4,9
390490091001,933,134,0,14,0,10,58,941,135,0,12,0,14,45
390490091002,908,29,0,6,0,1,18,889,41,2,20,0,1,23
390490091003,717,21,0,16,0,3,11,717,16,0,4,0,0,15
390490091004,882,15,0,10,0,2,22,875,12,0,15,0,0,24
390490091005,853,39,0,10,0,3,20,877,35,0,5,0,2,17
390490092101,1154,1219,14,151,3,132,105,1162,1215,15,152,2,135,95
390490092102,480,636,8,18,2,159,70,464,632,5,14,4,164,65
390490092103,227,259,1,10,0,35,32,241,263,4,14,0,31,36
390490092201,760,230,3,16,0,41,46,743,242,5,16,0,43,38
390490092202,948,193,6,13,2,77,34,965,178,3,13,1,74,51
390490092301,591,430,1,22,1,71,61,597,434,3,19,0,69,74
390490092302,793,197,9,41,0,72,58,795,203,4,43,0,60,60
390490092303,667,228,8,20,0,18,36,660,232,0,21,0,32,32
390490092304,570,415,6,28,0,34,54,570,401,16,25,0,30,49
390490092401,528,80,0,0,0,18,26,529,75,0,1,0,22,16
390490092402,1047,103,15,7,0,68,30,1046,117,10,7,0,60,36
390490092501,463,64,12,5,0,27,16,468,67,12,0,0,32,23
390490092502,554,82,4,7,1,34,25,534,92,3,16,0,25,22
390490092503,358,192,1,12,0,12,20,372,184,0,8,1,12,18
390490093111,493,471,0,13,0,23,23,511,471,2,19,0,10,22
390490093112,385,489,2,12,0,32,62,381,497,0,5,0,38,34
390490093113,254,526,2,9,1,49,32,246,525,1,9,0,52,56
390490093121,305,401,9,16,0,31,24,318,399,7,16,0,27,18
390490093122,146,300,1,2,0,37,13,145,310,3,2,1,39,20
390490093123,297,537,3,18,0,37,58,288,530,0,14,1,31,46
390490093124,158,533,1,5,0,30,35,156,532,1,4,0,39,49
390490093211,258,428,7,41,0,24,15,273,431,2,45,0,22,22
390490093212,347,345,4,20,1,64,34,329,329,6,14,0,62,28
390490093213,285,241,2,12,0,17,23,287,250,0,15,1,23,25
390490093221,499,298,6,11,1,28,27,483,294,6,9,0,37,30
390490093222,529,828,9,21,0,31,38,536,822,2,38,0,25,46
390490093223,225,555,0,32,2,33,34,235,564,4,15,1,34,24
390490093231,303,340,1,8,0,27,29,302,347,3,11,0,15,15
390490093232,166,600,5,9,0,36,29,157,584,5,10,0,32,19
390490093233,150,675,1,11,0,233,33,153,680,1,9,1,240,65
390490093234,107,442,0,8,0,4,11,113,448,0,5,0,9,8
390490093251,249,427,5,23,1,35,29,231,424,4,19,0,40,30
390490093252,275,658,0,9,3,62,33,279,664,3,9,0,54,23
390490093253,335,2062,4,19,20,252,96,343,2064,3,20,23,258,107
390490093261,532,1053,3,9,1,66,84,532,1053,6,10,1,65,80
390490093311,122,633,2,7,0,29,12,120,629,2,9,0,31,12
390490093321,62,563,0,3,0,7,16,72,547,1,1,0,0,17
390490093322,55,521,0,4,0,0,16,52,524,0,0,0,2,16
390490093323,58,729,2,7,0,9,30,54,751,1,5,0,11,32
390490093324,368,591,3,17,0,4,34,366,582,4,20,0,9,33
390490093331,208,873,2,69,0,18,43,199,867,1,81,0,13,46
390490093332,146,624,2,27,0,3,45,152,628,3,19,0,5,45
390490093341,155,592,4,51,0,21,16,148,611,2,48,0,19,13
390490093342,125,643,4,25,0,12,25,139,627,3,36,0,9,24
390490093343,115,947,4,26,0,13,34,107,946,5,18,0,18,37
390490093361,558,1025,2,13,0,24,83,571,1033,3,12,0,30,90
390490093362,600,334,1,39,0,16,42,584,327,2,41,0,8,37
390490093371,210,796,5,5,0,25,49,216,786,6,7,0,27,46
390490093372,163,856,7,17,0,28,40,172,855,7,25,0,15,37
390490093373,126,566,4,4,0,20,16,109,568,0,7,0,26,20
390490093374,84,736,2,18,0,58,25,88,731,4,17,0,61,27
390490093401,752,495,2,13,0,80,82,759,509,3,13,0,83,65
390490093402,717,485,13,15,0,62,98,702,480,8,25,0,60,109
390490093501,782,720,6,26,0,174,69,786,710,6,30,0,165,71
390490093502,387,460,4,11,1,29,34,383,470,5,5,1,32,36
390490093611,779,510,3,11,0,11,37,771,493,2,7,1,11,46
