GEOID10,obj
390490001101002,0.0
390490001101003,0.0
390490001101004,0.0
390490001101005,13.0
390490001101006,0.0
390490001101007,0.0
390490001101008,1.0
390490001101009,0.0
390490001101010,1.0
390490001101011,0.0
390490001101012,1.0
390490001101013,0.0
390490001101014,0.0
390490001101015,4.0
390490001101016,0.0
390490001101017,1.0
390490001101018,4.0
390490001102000,8.0
390490001102001,0.0
390490001102002,0.0
390490001102003,0.0
390490001102004,0.0
390490001102005,0.0
390490001102006,1.0
390490001102007,1.0
390490001102008,0.0
390490001103000,0.0
390490001103001,4.0
390490001103002,1.0
390490001103003,0.0
390490001103004,4.0
390490001103005,0.0
390490001103006,0.0
390490001103007,0.0
390490001103008,0.0
390490001103009,1.0
390490001103010,1.0
390490001103011,0.0
390490001104000,0.0
390490001104001,0.0
390490001104002,0.0
390490001104003,1.0
390490001104004,0.0
390490001104005,0.0
390490001104006,0.0
390490001104007,0.0
390490001104008,0.0
390490001104009,0.0
390490001104010,0.0
390490001104011,0.0
390490001104012,0.0
390490001104013,0.0
390490001104014,0.0
390490001104015,1.0
390490001104016,0.0
390490001104017,1.0
390490001201000,1.0
390490001201001,0.0
390490001201002,1.0
390490001201003,0.0
390490001201004,0.0
390490001201005,4.0
390490001201006,0.0
390490001201007,0.0
390490001201008,0.0
390490001201009,0.0
390490001201010,0.0
390490001201011,0.0
390490001201012,19.0
390490001202000,0.0
390490001202001,0.0
390490001202002,0.0
390490001202003,0.0
390490001202004,0.0
390490001202005,13.0
390490001202006,11.0
390490001202007,0.0
390490001202008,0.0
390490001202009,0.0
390490001202010,0.0
390490001202011,8.0
390490001202012,0.0
390490001202013,8.0
390490001202014,1.0
390490001202015,13.0
390490001202016,0.0
390490001202017,0.0
390490001202018,0.0
390490001202019,0.0
390490001202020,4.0
390490001202021,0.0
390490001202022,0.0
390490001202023,4.0
390490001202024,1.0
390490001202025,0.0
390490001202026,0.0
390490001203000,1.0
390490001203001,0.0
390490001203002,1.0
390490001203003,1.0
390490001203004,0.0
390490001203005,0.0
390490001203006,0.0
390490001203007,8.0
390490001203008,0.0
390490001203009,0.0
390490001203010,1.0
390490001203011,0.0
390490001203012,0.0
390490002101000,0.0
390490002101001,8.0
390490002101002,0.0
390490002101003,0.0
390490002101004,8.0
390490002101005,0.0
390490002101006,0.0
390490002101007,0.0
390490002101008,13.0
390490002101009,0.0
390490002101010,4.0
390490002101011,4.0
390490002101012,0.0
390490002101013,1.0
390490002101014,0.0
390490002101015,1.0
390490002101016,0.0
390490002101017,1.0
390490002101018,0.0
390490002101019,0.0
390490002101020,0.0
390490002102000,1.0
390490002102001,0.0
390490002102002,0.0
390490002102003,0.0
390490002102004,0.0
390490002102005,4.0
390490002103000,1.0
390490002103001,1.0
390490002103002,0.0
390490002103003,13.0
390490002103004,0.0
390490002103005,0.0
390490002103006,4.0
390490002103007,0.0
390490002103008,22.0
390490002104000,22.0
390490002104001,0.0
390490002104002,0.0
390490002104003,0.0
390490002104004,26.0
390490002104005,0.0
390490002104006,0.0
390490002104007,0.0
390490002201000,0.0
390490002201001,0.0
390490002201002,0.0
390490002201003,7.0
390490002201004,11.0
390490002201005,0.0
390490002201006,0.0
390490002201007,1.0
390490002201008,0.0
390490002201009,8.0
390490002202000,0.0
390490002202001,1.0
390490002202002,0.0
390490002202003,8.0
390490002202004,16.0
390490002202005,4.0
390490002202006,13.0
390490002202007,0.0
390490002202008,0.0
390490002203000,0.0
390490002203001,4.0
390490002203002,0.0
390490002203003,0.0
390490002203004,0.0
390490002203005,0.0
390490002203006,0.0
390490002203007,0.0
390490002203008,0.0
390490002203009,0.0
390490002203010,19.0
390490002203011,1.0
390490002203012,1.0
390490002204000,0.0
390490002204001,0.0
390490002204002,0.0
390490002204003,0.0
390490002204004,0.0
390490002204005,11.0
390490002204006,4.0
390490002204007,0.0
390490002204008,0.0
390490002204009,0.0
390490002204010,1.0
390490002204011,0.0
390490002204012,4.0
390490002204013,8.0
390490002204014,0.0
390490002204015,0.0
390490002204016,8.0
390490002204017,4.0
390490002204018,0.0
390490002204019,0.0
390490002204020,1.0
390490002204021,0.0
390490002204022,0.0
390490003101000,8.0
390490003101005,0.0
390490003101006,0.0
390490003101008,0.0
390490003101009,0.0
390490003101010,0.0
390490003101011,0.0
390490003101012,0.0
390490003101013,46.0
390490003101014,1.0
390490003101015,1.0
390490003101016,16.0
390490003101017,1.0
390490003101018,34.0
390490003101019,0.0
390490003101020,1.0
390490003101021,4.0
390490003101022,0.0
390490003101023,0.0
390490003101024,0.0
390490003101025,0.0
390490003101026,0.0
390490003102000,187.0
390490003102001,0.0
390490003102002,0.0
390490003102003,22.0
390490003102004,0.0
390490003102005,58.0
390490003102006,7.0
390490003102007,1.0
390490003102008,0.0
390490003102009,16.0
390490003102010,19.0
390490003102011,4.0
390490003102012,16.0
390490003102013,43.0
390490003103000,0.0
390490003103001,1.0
390490003103002,1.0
390490003103003,0.0
390490003103004,26.0
390490003103005,0.0
390490003103006,0.0
390490003103007,1.0
390490003103008,0.0
390490003103009,0.0
390490003103010,0.0
390490003103011,0.0
390490003103012,0.0
390490003103013,0.0
390490003103014,0.0
390490003103015,0.0
390490003103016,0.0
390490003103017,0.0
390490003103018,0.0
390490003103019,0.0
390490003201000,0.0
390490003201001,13.0
390490003201002,13.0
390490003201003,0.0
390490003201004,0.0
390490003201005,1.0
390490003201006,1.0
390490003201007,0.0
390490003201008,0.0
390490003201009,1.0
390490003201010,0.0
390490003201011,54.0
390490003201012,4.0
390490003201013,4.0
390490003201014,0.0
390490003201015,0.0
390490003201016,0.0
390490003201017,0.0
390490003201018,4.0
390490003201019,0.0
390490003202000,8.0
390490003202001,0.0
390490003202002,1.0
390490003202003,4.0
390490003202004,0.0
390490003202005,1.0
390490003202006,34.0
390490003202007,13.0
390490003202008,0.0
390490003202009,0.0
390490003202010,11.0
390490003202011,13.0
390490003202012,0.0
390490003202013,0.0
390490003202014,0.0
390490003202015,1.0
390490003202016,4.0
390490003202017,13.0
390490003202018,0.0
390490003301000,0.0
390490003301001,0.0
390490003301002,0.0
390490003301003,8.0
390490003301004,0.0
390490003301005,78.0
390490003301006,0.0
390490003301007,0.0
390490003301008,0.0
390490003302000,0.0
390490003302001,21.0
390490003302002,26.0
390490003302003,4.0
390490003302004,23.0
390490003302005,16.0
390490003302006,0.0
390490003302007,13.0
390490003302008,0.0
390490003302009,0.0
390490003302010,0.0
390490003302011,0.0
390490003303000,0.0
390490003303001,19.0
390490003303002,19.0
390490003303003,1.0
390490003303004,13.0
390490003303005,0.0
390490003303006,4.0
390490003303007,0.0
390490003303008,1.0
390490004101000,1.0
390490004101001,0.0
390490004101002,0.0
390490004101003,0.0
390490004101004,0.0
390490004101005,0.0
390490004101006,1.0
390490004101007,0.0
390490004101008,0.0
390490004101009,16.0
390490004101010,0.0
390490004101011,7.0
390490004102000,43.0
390490004102001,1.0
390490004102002,4.0
390490004102003,4.0
390490004102004,7.0
390490004102005,4.0
390490004102006,27.0
390490004102007,26.0
390490004102008,1.0
390490004201000,13.0
390490004201001,4.0
390490004201002,1.0
390490004201003,0.0
390490004201004,0.0
390490004201005,0.0
390490004202000,0.0
390490004202001,0.0
390490004202002,19.0
390490004202003,0.0
390490004202004,0.0
390490004202005,11.0
390490004202006,0.0
390490004202007,0.0
390490004202008,11.0
390490004202009,0.0
390490004202010,1.0
390490004202011,4.0
390490004202012,0.0
390490004202013,8.0
390490004202014,0.0
390490004202015,1.0
390490004202016,0.0
390490004203000,13.0
390490004203001,1.0
390490004203002,0.0
390490004203003,1.0
390490004203004,0.0
390490004203005,0.0
390490004203006,1.0
390490004203007,0.0
390490004203008,0.0
390490004204000,0.0
390490004204001,1.0
390490004204002,0.0
390490004204003,34.0
390490004204004,22.0
390490004204005,1.0
390490004204006,29.0
390490005001000,0.0
390490005001001,0.0
390490005001002,7.0
390490005001003,1.0
390490005001004,13.0
390490005001005,1.0
390490005001006,1.0
390490005001007,1.0
390490005001008,4.0
390490005001009,1.0
390490005001010,4.0
390490005001011,0.0
390490005001012,0.0
390490005001013,1.0
390490005001014,0.0
390490005001015,0.0
390490005001016,0.0
390490005001017,1.0
390490005002000,11.0
390490005002001,0.0
390490005002002,0.0
390490005002003,0.0
390490005002004,0.0
390490005002005,0.0
390490005002006,8.0
390490005002007,8.0
