White,Black,AIAN,Asian,NHPI,Other race alone,Two or more races,total_pop,total_true
64,1,0,13,0,5,0,83,0
57,7,1,13,0,2,0,80,0
187,36,0,14,0,4,6,247,0
201,16,0,5,0,2,1,225,0
74,6,2,2,0,1,8,93,0
48,0,1,6,0,0,0,55,0
36,0,0,2,0,0,0,38,0
27,0,0,3,0,0,0,30,0
162,41,1,8,0,2,10,224,0
468,47,3,93,0,34,30,675,0
9,0,0,0,0,0,0,9,0
133,5,1,0,1,0,3,143,0
92,0,0,7,0,0,0,99,0
70,1,0,5,0,0,0,76,1
135,6,0,13,0,2,0,156,0
33,0,0,0,0,0,0,33,0
37,2,0,7,0,0,2,48,0
136,1,0,20,0,0,6,163,0
51,0,0,4,0,0,0,55,0
85,2,0,8,0,1,2,98,0
41,0,0,4,0,0,5,50,0
277,13,0,96,0,4,15,405,0
47,0,0,0,0,0,0,47,0
29,0,0,0,0,0,0,29,0
58,0,0,12,0,0,3,73,0
45,7,0,5,0,0,0,57,0
59,6,0,10,0,0,1,76,0
34,7,0,0,0,0,0,41,0
100,5,1,1,0,5,0,112,0
123,2,0,2,0,0,2,129,0
38,0,0,2,0,2,0,42,0
52,0,0,7,0,0,3,62,0
35,0,0,6,0,0,0,41,0
154,8,0,3,0,0,3,168,0
22,0,0,0,0,0,0,22,0
214,11,0,14,0,19,5,263,0
202,11,0,5,0,5,1,224,0
9,0,0,0,0,0,2,11,0
0,0,0,2,0,0,0,2,0
0,0,0,0,0,0,1,1,0
106,0,0,0,0,0,3,109,0
251,10,3,23,0,1,13,301,0
8,0,0,0,0,0,0,8,0
21,0,0,5,0,0,0,26,0
42,1,0,0,0,0,1,44,0
31,0,0,0,0,0,0,31,0
0,0,0,0,0,4,0,4,0
120,1,0,5,0,0,1,127,0
207,0,0,12,0,0,2,221,0
46,1,0,8,0,0,1,56,0
64,2,0,15,0,0,1,82,0
162,5,0,18,0,0,3,188,0
656,61,0,110,0,20,42,889,0
45,5,0,1,0,0,0,51,0
53,1,1,7,0,0,1,63,0
60,2,0,0,0,0,4,66,0
32,4,0,0,0,0,0,36,0
26,4,1,6,0,1,1,39,1
90,3,0,20,0,6,4,123,0
18,5,0,6,0,0,5,34,0
88,2,0,22,0,1,2,115,0
116,10,0,28,0,5,12,171,0
319,22,1,28,0,0,6,376,0
1,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,3,0
45,0,0,50,0,2,2,99,0
34,5,0,1,0,0,0,40,1
4,0,0,0,0,0,0,4,0
86,8,0,15,0,0,5,114,0
93,0,0,39,0,0,3,135,0
70,6,0,18,0,4,0,98,0
5,0,0,6,0,0,0,11,0
33,3,0,16,0,0,0,52,0
45,7,0,26,0,0,1,79,1
64,6,0,23,0,1,6,100,0
1,0,0,0,0,0,0,1,0
36,6,0,20,0,0,8,70,0
11,0,0,0,0,0,0,11,0
21,0,0,0,0,0,0,21,0
3,0,0,0,0,0,0,3,0
94,17,0,17,0,0,3,131,0
83,0,0,12,0,0,0,95,0
58,4,0,0,0,0,0,62,0
175,5,0,7,0,0,8,195,0
244,14,0,16,0,33,9,316,0
61,1,0,14,0,0,1,77,1
100,33,0,1,0,11,4,149,0
33,5,0,3,0,0,0,41,0
329,22,0,43,0,11,5,410,0
1,3,0,0,0,0,4,8,0
19,0,0,10,0,0,0,29,0
2,0,0,0,0,0,0,2,0
130,8,0,11,0,0,0,149,0
24,0,0,0,0,3,0,27,0
120,4,0,25,0,0,6,155,0
43,5,0,17,0,0,3,68,0
159,1,0,50,1,4,3,218,0
84,0,0,9,0,0,5,98,0
72,5,0,25,0,0,2,104,0
13,0,0,21,0,0,0,34,0
3,0,0,0,0,0,0,3,0
1,0,0,0,0,0,0,1,0
80,8,1,17,0,0,6,112,0
296,94,1,19,0,44,43,497,0
53,5,0,4,0,2,0,64,0
20,0,0,6,0,0,1,27,0
50,16,1,2,0,42,7,118,0
127,6,0,15,0,0,5,153,0
115,16,0,8,0,6,5,150,0
103,15,0,7,0,0,0,125,0
137,32,0,4,0,34,11,218,0
192,12,0,14,0,1,7,226,0
34,0,0,1,0,0,0,35,0
65,0,0,0,0,0,0,65,0
43,0,0,0,0,0,0,43,0
54,0,0,1,0,0,1,56,0
49,1,0,3,0,0,4,57,0
70,8,0,1,0,1,2,82,0
83,4,0,10,0,0,2,99,0
143,0,0,4,0,0,3,150,0
79,1,0,0,0,0,1,81,0
71,0,0,4,0,4,3,82,0
13,0,0,0,0,0,0,13,0
30,0,0,0,0,0,0,30,0
123,0,0,4,0,0,6,133,0
47,0,0,3,0,0,3,53,0
35,0,0,0,0,0,0,35,0
223,1,0,11,0,0,9,244,0
5,0,0,0,0,0,0,5,0
10,0,0,0,0,0,0,10,0
9,0,0,0,0,0,0,9,0
0,0,0,1,0,1,0,2,0
4,0,0,0,0,0,0,4,0
7,0,0,0,0,0,0,7,0
104,2,0,23,0,0,0,129,0
26,0,0,2,0,0,0,28,0
8,0,0,3,0,0,0,11,0
94,0,0,10,0,0,0,104,0
4,0,0,0,0,0,0,4,0
8,0,0,1,0,0,0,9,0
43,3,0,2,0,1,0,49,0
10,0,0,0,0,0,0,10,0
0,4,0,0,0,0,0,4,0
70,0,0,0,0,0,0,70,0
81,0,0,0,0,0,0,81,0
8,0,0,0,0,0,0,8,0
641,29,6,134,0,13,22,845,0
62,0,0,3,0,0,0,65,0
306,13,2,74,1,3,11,410,0
202,1,0,0,0,0,0,203,0
113,0,0,10,3,0,1,127,0
59,5,0,10,0,0,0,74,0
2,0,0,0,0,0,0,2,0
52,0,0,3,0,0,0,55,0
39,1,0,13,0,2,1,56,1
207,4,0,11,0,1,2,225,0
8,1,0,1,0,0,0,10,0
50,1,1,4,0,2,3,61,1
14,0,0,0,0,0,0,14,0
6,0,0,0,0,0,0,6,0
20,0,0,3,0,0,0,23,0
23,0,0,0,0,0,0,23,0
4,1,0,0,0,0,0,5,0
3,0,0,0,0,0,0,3,0
15,0,0,0,0,0,0,15,0
28,4,0,6,0,0,0,38,0
29,0,0,4,0,0,0,33,0
26,0,0,0,0,0,1,27,0
63,3,0,1,0,0,1,68,0
43,0,0,1,0,0,2,46,1
44,0,0,0,0,1,2,47,0
33,0,0,1,0,0,3,37,0
141,0,0,0,0,1,3,145,0
52,0,0,2,0,0,0,54,0
8,0,0,0,0,0,0,8,0
13,3,0,0,0,0,0,16,0
2,0,0,0,0,0,0,2,0
14,0,0,0,0,0,0,14,0
75,8,0,7,0,0,0,90,0
89,0,0,4,0,1,0,94,0
123,1,0,0,0,2,1,127,1
83,0,0,0,0,0,0,83,0
67,0,0,6,0,0,0,73,0
50,0,0,0,0,0,0,50,0
32,2,0,0,0,0,0,34,0
44,0,0,0,0,0,0,44,0
26,0,0,0,0,1,0,27,0
2,0,0,1,0,0,0,3,0
103,6,0,4,0,0,0,113,0
357,11,0,3,0,1,8,380,0
48,0,0,0,0,0,0,48,0
40,0,0,0,0,0,0,40,0
62,3,0,0,0,0,0,65,0
21,0,0,0,0,0,0,21,0
10,0,0,0,0,0,0,10,0
67,0,0,2,0,0,4,73,0
33,0,0,2,0,0,5,40,0
2,0,0,0,0,0,0,2,0
9,0,0,1,0,0,1,11,0
26,0,0,1,0,0,0,27,0
30,0,0,1,0,2,0,33,0
112,0,0,5,0,0,1,118,0
46,3,0,0,0,0,0,49,0
2,0,0,0,0,0,0,2,0
28,0,0,0,0,0,0,28,0
23,0,0,0,0,0,0,23,0
20,0,0,0,0,0,0,20,0
21,0,0,0,0,0,0,21,0
570,17,0,35,0,4,7,633,0
10,0,0,0,0,0,0,10,0
3,1,0,1,0,0,1,6,0
39,2,0,0,0,0,0,41,0
19,0,0,0,0,0,0,19,0
36,0,0,27,0,1,6,70,0
34,0,0,3,0,0,0,37,0
15,5,0,0,0,0,0,20,0
114,0,0,4,0,1,1,120,0
34,0,0,0,0,0,0,34,0
72,0,0,0,0,0,0,72,0
105,0,0,0,0,0,0,105,0
48,0,0,0,0,0,0,48,0
45,5,0,9,0,0,1,60,0
107,0,0,0,0,0,0,107,0
92,0,0,0,0,0,4,96,0
64,0,0,2,0,0,0,66,0
1,0,0,0,2,0,0,3,0
2,0,0,0,0,0,0,2,0
4,0,0,0,0,0,0,4,0
113,11,0,2,0,2,6,134,0
71,0,0,9,0,1,1,82,0
36,12,0,2,0,0,0,50,0
94,5,0,14,0,0,1,114,0
6,0,0,0,0,0,0,6,0
13,0,0,19,0,0,0,32,0
136,4,1,51,1,0,5,198,1
46,5,0,8,0,1,1,61,0
28,3,0,22,0,4,0,57,0
10,3,0,2,0,0,0,15,0
22,0,0,7,0,0,0,29,0
21,0,0,2,0,0,0,23,0
13,0,0,23,0,0,0,36,0
18,1,0,0,0,0,2,21,0
296,20,0,15,0,6,10,347,0
46,2,0,6,0,0,7,61,0
79,0,0,11,0,0,0,90,0
167,7,0,27,0,0,2,203,0
62,0,0,7,0,0,0,69,0
57,0,0,0,0,0,0,57,0
41,0,0,4,0,0,2,47,0
133,1,0,0,0,0,3,137,0
7,0,0,0,0,0,0,7,0
44,0,0,0,0,0,3,47,0
8,0,0,0,0,0,0,8,0
92,4,1,5,0,0,0,102,0
258,3,0,31,0,0,4,296,0
72,3,0,14,0,4,0,93,0
19,0,0,3,0,0,0,22,0
28,1,0,1,0,0,2,32,0
94,0,0,4,0,0,0,98,0
80,1,0,9,0,0,1,91,0
137,5,0,14,0,0,0,156,0
40,3,0,5,0,0,4,52,0
54,0,0,3,0,0,0,57,0
188,6,0,11,0,0,6,211,0
6,0,0,0,0,0,0,6,0
198,0,0,19,0,0,2,219,0
29,0,3,0,0,0,0,32,0
204,8,0,13,0,1,9,235,1
10,0,0,0,0,0,0,10,0
95,4,0,8,0,0,0,107,0
60,6,0,5,0,0,3,74,0
38,0,0,11,0,0,2,51,0
93,0,0,7,0,0,0,100,0
39,1,0,1,0,0,0,41,0
35,1,0,4,0,4,0,44,0
11,0,0,0,0,0,0,11,0
131,0,1,12,0,0,2,146,0
57,0,0,9,0,0,0,66,0
29,0,0,0,0,0,0,29,0
37,0,0,0,0,0,0,37,0
251,1,0,9,0,0,0,261,0
2,0,0,0,0,0,0,2,0
3,0,0,0,0,0,0,3,0
0,0,0,2,0,0,0,2,0
16,0,0,0,0,0,0,16,0
10,0,0,0,0,1,0,11,0
25,2,0,0,0,0,0,27,0
6,0,0,0,0,0,0,6,0
3,0,0,0,0,0,0,3,0
347,7,1,24,0,0,2,381,0
36,0,0,4,0,0,0,40,0
21,0,0,0,0,0,1,22,0
58,1,0,3,0,0,0,62,0
13,0,0,0,0,0,0,13,0
30,0,0,0,0,1,5,36,1
2,0,0,0,0,0,0,2,0
8,0,0,0,0,0,0,8,0
100,2,0,2,0,3,1,108,0
659,22,0,74,4,2,22,783,0
54,0,0,0,0,0,0,54,0
5,0,0,8,0,0,0,13,0
55,0,0,2,0,0,0,57,0
29,0,0,1,0,0,0,30,1
125,16,0,22,0,0,13,176,0
1,0,0,0,0,0,1,2,0
53,8,0,11,0,0,2,74,0
58,1,0,3,0,0,2,64,0
87,0,0,8,0,0,0,95,0
61,0,0,3,0,0,0,64,0
135,4,8,6,0,1,4,158,0
30,4,0,6,0,0,0,40,0
33,0,0,4,0,0,0,37,0
76,2,0,3,0,0,0,81,0
9,2,0,7,0,0,1,19,0
162,34,0,32,0,6,10,244,0
60,6,0,6,0,0,6,78,0
142,4,1,0,0,0,1,148,1
45,2,0,0,0,0,0,47,0
42,0,0,0,0,0,0,42,0
23,0,0,3,0,0,0,26,0
50,2,0,0,3,0,0,55,0
29,0,0,3,0,0,0,32,0
60,7,0,0,0,0,0,67,0
13,0,0,3,0,0,0,16,0
66,1,0,0,0,0,0,67,0
61,0,0,0,0,0,0,61,0
250,9,0,55,0,0,12,326,0
31,3,0,7,0,0,0,41,0
12,0,0,3,0,0,0,15,0
114,0,0,17,0,1,2,134,0
30,0,0,0,0,1,2,33,0
162,2,0,4,0,0,5,173,0
25,0,0,0,0,0,0,25,0
46,2,3,17,0,0,0,68,0
88,0,0,50,0,1,5,144,0
145,3,0,32,0,1,0,181,0
194,22,1,44,0,0,4,265,0
53,7,0,0,0,0,1,61,1
103,5,0,0,0,0,0,108,0
14,0,1,2,0,0,0,17,0
86,8,0,1,0,0,4,99,1
126,2,1,1,0,0,0,130,1
93,0,2,11,0,0,1,107,0
50,6,1,1,0,13,1,72,0
28,0,0,1,0,0,3,32,1
33,6,0,3,0,0,1,43,0
122,3,0,11,0,0,3,139,0
39,0,0,5,0,1,2,47,0
31,0,0,4,0,0,0,35,0
3,0,0,0,0,0,0,3,0
0,0,0,3,0,4,0,7,0
47,0,0,0,0,0,3,50,0
129,14,0,2,0,0,1,146,0
100,1,0,1,0,0,0,102,0
201,2,2,5,0,0,9,219,0
4,0,0,0,0,0,0,4,0
5,0,0,0,0,0,0,5,0
277,22,0,22,0,3,10,334,0
6,0,0,0,0,0,0,6,0
2,0,0,0,0,0,0,2,0
69,2,0,5,0,0,3,79,0
2,0,0,0,0,0,0,2,0
110,5,0,8,0,4,4,131,0
4,0,0,0,0,1,0,5,1
175,18,1,10,0,0,5,209,0
238,9,0,10,0,0,7,264,0
83,2,0,5,0,0,0,90,0
42,0,0,5,0,0,0,47,0
34,1,0,0,0,0,2,37,0
36,0,0,0,0,0,0,36,0
31,0,0,9,0,7,1,48,0
64,4,0,0,0,3,3,74,0
52,2,0,1,0,0,0,55,1
102,10,0,3,0,0,3,118,0
103,11,0,11,0,0,19,144,0
25,1,0,4,0,0,0,30,0
35,0,0,0,0,5,3,43,0
143,12,0,7,0,0,5,167,0
15,6,0,0,0,4,0,25,0
18,2,0,0,0,1,2,23,0
37,0,0,7,0,1,3,48,0
89,0,0,8,0,0,0,97,0
117,7,0,6,0,5,6,141,0
68,0,0,5,0,1,0,74,0
85,2,0,0,0,1,3,91,0
485,22,0,60,0,6,14,587,0
44,1,0,6,0,0,2,53,1
47,5,0,27,0,0,8,87,0
53,0,0,13,0,2,7,75,0
8,2,0,0,0,0,0,10,0
38,0,0,0,0,0,0,38,0
31,1,0,1,0,0,2,35,1
65,1,0,11,0,0,3,80,0
19,0,0,3,0,0,0,22,0
55,0,0,12,0,1,7,75,0
43,1,0,7,0,1,1,53,0
20,0,0,5,0,0,1,26,0
62,2,0,16,0,1,2,83,0
26,4,0,0,0,0,0,30,0
12,0,0,7,0,0,0,19,0
118,2,2,18,0,4,2,146,0
16,3,0,12,0,0,0,31,0
50,9,1,4,0,0,0,64,0
16,1,0,2,0,0,0,19,0
0,3,0,3,0,0,0,6,0
44,0,0,14,0,0,0,58,0
115,14,1,29,0,9,11,179,0
160,7,0,7,0,1,0,175,0
36,1,0,6,0,0,0,43,1
32,0,0,0,0,0,0,32,0
0,0,0,0,0,5,0,5,0
18,0,0,5,0,0,0,23,0
2,0,0,0,0,0,0,2,0
15,0,0,0,0,0,0,15,0
10,0,0,0,0,0,1,11,0
10,0,0,0,0,0,0,10,0
4,0,0,2,0,0,0,6,0
51,1,2,0,0,3,2,59,0
39,2,0,5,0,7,0,53,0
150,6,0,25,0,5,6,192,0
90,13,1,29,0,7,2,142,0
45,0,0,22,0,0,0,67,0
57,4,0,27,0,10,2,100,0
150,13,2,51,0,21,16,253,0
68,8,0,22,0,2,2,102,0
49,1,0,5,0,0,1,56,2
85,7,0,18,0,2,3,115,0
30,0,0,17,0,4,0,51,0
55,5,0,8,0,1,1,70,0
26,1,0,0,0,0,0,27,0
76,10,0,26,0,0,7,119,0
31,0,0,0,0,0,0,31,0
29,0,0,7,0,0,0,36,0
65,2,0,32,0,0,3,102,0
2,2,0,0,0,0,1,5,1
195,10,1,26,0,15,10,257,0
169,6,0,37,0,4,10,226,0
20,2,0,3,0,0,2,27,0
164,18,1,14,0,6,2,205,0
63,11,0,4,0,0,0,78,0
124,2,0,7,0,0,12,145,0
1,0,0,2,0,0,0,3,0
27,2,0,0,0,0,0,29,0
74,2,0,5,0,0,0,81,0
0,0,0,0,0,0,1,1,0
76,4,0,11,0,0,0,91,0
29,0,0,0,0,0,0,29,0
64,10,0,8,0,0,0,82,0
82,2,0,4,0,0,0,88,0
127,2,0,0,0,3,5,137,0
24,0,0,0,0,0,1,25,0
40,2,0,0,0,3,0,45,0
8,0,0,0,0,0,0,8,0
1,0,0,0,0,0,1,2,1
0,0,0,0,0,0,1,1,0
4,0,0,0,0,0,0,4,0
76,0,0,6,0,0,0,82,0
32,4,0,0,0,3,0,39,0
244,13,0,73,0,0,0,330,0
108,0,0,1,0,0,2,111,0
27,1,0,9,0,0,1,38,0
13,0,0,0,0,0,0,13,0
19,0,0,4,0,0,0,23,0
14,0,0,4,0,0,0,18,0
53,0,0,8,0,0,1,62,1
52,1,0,2,0,0,0,55,1
13,0,0,2,0,0,0,15,0
39,2,0,7,0,0,2,50,0
42,0,0,0,0,0,1,43,1
29,0,1,1,0,0,0,31,0
105,7,0,5,0,0,1,118,0
237,12,0,15,0,0,19,283,0
26,2,0,0,0,2,6,36,0
43,2,0,20,0,7,3,75,0
138,9,1,21,0,5,9,183,0
33,0,0,4,0,0,3,40,0
33,0,0,5,0,0,1,39,0
45,1,0,15,0,3,2,66,0
156,0,0,23,0,0,2,181,0
37,5,0,10,0,1,0,53,0
22,0,0,0,0,0,0,22,0
212,6,2,15,0,11,12,258,0
50,5,2,0,0,0,0,57,0
154,6,0,16,0,2,4,182,0
125,33,0,14,0,33,12,217,0
43,0,0,1,0,0,0,44,0
18,0,0,0,0,0,0,18,0
26,0,0,1,0,0,0,27,0
24,0,0,1,0,0,7,32,0
19,0,0,0,0,0,0,19,0
57,0,0,0,0,0,0,57,0
40,0,0,1,0,0,2,43,1
21,0,0,0,0,0,0,21,0
41,0,0,0,0,0,0,41,0
54,0,0,0,0,0,0,54,0
11,0,0,0,0,0,3,14,0
46,0,0,0,0,0,0,46,0
52,0,0,0,1,0,0,53,0
65,0,0,0,0,0,0,65,0
48,0,0,4,0,0,0,52,0
40,0,0,0,0,0,0,40,0
40,0,0,0,0,0,0,40,0
25,0,0,0,0,0,0,25,0
44,0,0,0,0,0,0,44,0
27,0,0,0,0,0,0,27,0
37,0,0,0,0,0,0,37,0
42,0,0,2,0,0,0,44,0
174,3,0,5,0,4,7,193,0
27,0,0,1,0,0,0,28,0
16,1,0,6,0,0,0,23,0
206,3,0,12,0,1,9,231,0
95,0,0,1,0,0,4,100,0
67,0,0,5,0,0,2,74,0
5,0,0,0,0,0,0,5,0
45,0,0,0,0,0,0,45,0
61,1,0,4,0,0,1,67,1
36,0,0,4,0,0,0,40,0
51,0,0,0,0,0,0,51,0
74,1,0,3,0,0,0,78,1
51,0,0,6,0,0,0,57,0
49,0,0,1,0,0,0,50,0
51,1,0,0,0,0,2,54,0
53,1,0,2,0,5,0,61,1
68,0,0,2,0,0,6,76,0
41,0,0,0,0,0,0,41,0
16,0,0,0,0,0,0,16,0
18,0,0,1,0,0,0,19,0
209,12,0,7,0,0,3,231,0
12,0,0,1,0,0,0,13,0
11,0,0,0,0,0,0,11,0
35,0,0,0,0,0,0,35,0
30,0,0,0,0,0,0,30,0
42,0,0,0,0,0,0,42,0
48,1,0,0,0,0,2,51,0
49,1,0,0,0,1,2,53,0
48,0,0,0,0,0,0,48,0
71,1,0,15,0,0,0,87,0
27,0,0,4,0,0,0,31,0
32,0,0,0,0,0,2,34,0
60,0,0,0,0,0,0,60,0
39,0,0,3,0,0,2,44,0
57,0,0,4,0,0,0,61,0
133,2,0,0,0,0,2,137,0
20,0,0,0,0,0,4,24,0
15,0,0,0,0,0,0,15,0
33,0,0,0,0,0,0,33,0
48,0,0,7,0,0,0,55,0
17,2,0,0,0,0,0,19,0
23,0,0,0,0,0,0,23,0
72,0,0,11,0,1,3,87,0
28,0,0,1,0,0,2,31,0
92,0,0,2,0,0,0,94,0
63,0,3,12,0,0,0,78,0
64,0,0,11,0,0,2,77,0
65,0,0,6,0,0,1,72,0
65,0,0,0,0,0,0,65,0
81,0,0,3,0,0,0,84,0
93,0,0,6,0,0,4,103,0
1,0,0,0,0,0,0,1,0
104,0,0,4,0,0,3,111,0
65,0,0,0,0,1,0,66,0
57,0,0,0,0,0,0,57,0
70,0,0,0,0,0,3,73,0
62,0,0,0,0,0,0,62,0
51,0,0,0,0,0,0,51,0
47,0,0,0,0,1,0,48,0
46,0,0,4,0,0,0,50,0
46,1,0,0,0,0,1,48,1
147,3,0,0,0,0,1,151,0
153,1,0,0,0,3,3,160,0
59,0,0,2,0,0,0,61,0
64,0,0,0,0,0,4,68,0
68,0,0,0,0,8,0,76,0
63,0,0,0,0,0,0,63,0
52,0,0,0,0,0,0,52,0
61,0,0,3,0,0,0,64,0
62,1,0,0,0,0,2,65,0
34,0,0,1,0,0,2,37,0
67,0,0,0,0,0,0,67,0
52,0,0,4,0,0,0,56,0
47,0,0,0,0,0,0,47,0
59,0,0,0,0,0,0,59,0
121,0,1,10,0,3,3,138,0
58,2,0,7,0,0,0,67,0
46,0,0,1,0,0,0,47,0
44,1,0,11,0,0,0,56,0
25,0,0,1,0,1,2,29,0
83,0,0,6,0,0,1,90,0
142,3,0,38,0,0,10,193,0
118,3,0,28,0,1,8,158,0
17,0,0,0,0,0,0,17,0
22,0,0,3,0,0,0,25,0
25,0,0,0,0,0,0,25,0
23,0,0,5,0,0,0,28,0
89,0,0,4,0,0,0,93,0
115,2,0,12,0,0,3,132,0
115,2,3,61,0,4,6,191,0
100,0,0,51,0,0,9,160,0
45,2,0,12,0,0,4,63,0
12,0,0,1,0,0,0,13,0
27,0,0,0,0,0,0,27,0
69,2,1,1,0,0,0,73,1
64,0,0,1,0,0,0,65,0
64,0,0,0,0,6,0,70,0
60,0,0,0,0,0,1,61,1
41,0,0,0,0,0,0,41,0
44,0,0,1,0,0,0,45,0
66,0,0,0,0,0,0,66,0
70,0,0,4,0,0,0,74,0
66,0,0,0,0,0,1,67,0
77,0,0,0,0,0,0,77,0
73,0,0,2,0,0,0,75,0
67,0,0,0,0,0,0,67,0
63,0,0,4,0,0,4,71,0
19,0,0,0,0,0,0,19,0
85,0,3,0,0,0,0,88,0
37,0,0,3,0,1,0,41,0
34,0,0,0,0,0,0,34,0
51,0,0,2,0,1,4,58,0
21,0,0,2,0,0,0,23,0
37,0,0,0,0,0,0,37,0
54,0,0,0,0,0,0,54,0
52,0,0,0,0,0,0,52,0
38,0,0,0,0,1,3,42,0
51,0,0,0,0,0,0,51,0
50,0,0,0,0,0,0,50,0
39,0,0,0,0,0,0,39,0
69,0,0,0,0,4,3,76,0
56,0,0,2,0,0,0,58,0
56,0,0,0,0,0,0,56,0
63,0,1,0,0,0,0,64,0
38,0,0,0,0,0,0,38,0
70,0,0,3,0,0,0,73,0
30,0,0,0,0,0,0,30,0
37,0,0,0,0,0,0,37,0
50,0,0,1,0,0,0,51,0
66,0,0,0,0,0,0,66,0
54,0,0,2,0,0,0,56,0
108,0,0,0,0,0,0,108,0
46,0,0,0,0,0,0,46,0
37,1,0,1,0,0,1,40,0
87,0,0,0,0,0,0,87,0
115,0,0,1,0,1,0,117,1
98,0,0,0,0,0,0,98,0
97,0,0,1,0,0,0,98,1
9,0,0,0,0,0,0,9,0
36,0,0,0,0,0,0,36,0
46,0,0,0,0,0,0,46,0
8,0,0,0,0,0,0,8,0
46,2,0,2,0,0,0,50,0
60,2,0,7,0,0,0,69,0
4,0,0,0,0,0,0,4,0
39,0,0,1,0,0,0,40,1
56,0,0,0,0,0,0,56,0
93,0,0,4,0,0,0,97,0
84,0,0,0,0,0,3,87,0
87,0,0,0,0,0,0,87,0
67,1,0,0,0,0,0,68,0
62,0,0,0,0,0,0,62,0
52,0,0,0,0,0,0,52,0
23,0,0,0,0,0,0,23,0
79,0,0,0,0,0,0,79,0
63,0,0,2,0,0,4,69,0
50,1,0,14,0,0,0,65,0
72,7,0,0,0,0,1,80,0
77,0,0,0,0,0,0,77,0
14,0,0,0,0,0,0,14,0
42,0,0,0,0,0,0,42,0
9,0,0,0,0,0,0,9,0
32,0,0,0,0,0,0,32,0
30,0,0,0,0,0,2,32,0
41,0,0,0,0,0,0,41,0
15,0,0,0,0,0,0,15,0
68,0,0,0,0,0,2,70,0
128,0,0,10,0,0,7,145,0
130,0,0,1,0,0,0,131,0
39,0,0,0,0,0,0,39,0
33,0,0,4,0,0,0,37,0
46,0,0,0,0,0,3,49,0
90,1,0,2,0,0,1,94,0
39,0,0,0,0,0,0,39,0
45,0,0,0,0,0,0,45,0
76,1,0,0,0,0,2,79,0
41,0,0,0,0,0,0,41,0
59,0,0,0,0,0,0,59,0
34,0,0,0,0,0,0,34,0
47,0,0,1,1,0,2,51,0
38,0,0,0,0,0,0,38,0
79,0,0,3,0,0,0,82,0
43,0,0,4,0,0,0,47,0
90,3,0,3,0,0,3,99,0
49,0,0,1,0,0,1,51,0
44,0,0,0,0,0,4,48,0
45,0,0,0,0,0,0,45,0
49,0,0,0,0,0,0,49,0
40,0,0,0,0,0,2,42,0
48,0,0,1,0,0,0,49,0
49,0,1,2,0,0,4,56,0
42,0,0,0,0,0,0,42,0
27,0,0,0,0,0,0,27,0
51,0,0,0,0,0,0,51,0
7,0,0,0,0,0,0,7,0
50,0,0,0,0,0,0,50,0
32,0,0,0,0,0,0,32,0
30,0,0,0,0,0,0,30,0
22,0,0,0,0,0,0,22,0
37,0,0,1,0,0,0,38,0
42,0,0,0,0,0,0,42,0
46,0,0,0,0,0,0,46,0
55,0,0,0,0,0,0,55,0
43,5,0,0,0,0,0,48,0
4,0,0,0,0,0,0,4,0
41,0,0,1,0,0,0,42,0
42,0,0,0,1,0,0,43,0
33,3,0,1,0,0,0,37,1
34,0,0,0,0,0,0,34,0
54,3,0,3,0,0,2,62,0
2,0,0,0,0,0,0,2,0
4,0,0,0,0,0,0,4,0
82,0,0,0,0,0,2,84,0
51,0,0,0,0,0,0,51,0
19,0,0,0,0,0,0,19,0
38,0,0,0,0,0,0,38,0
28,0,0,0,0,0,0,28,0
49,0,0,0,0,0,0,49,0
51,0,0,2,0,2,0,55,0
54,0,0,0,0,0,0,54,0
34,0,0,0,0,0,3,37,0
41,0,0,0,0,0,0,41,0
43,0,0,0,0,0,1,44,1
85,0,0,0,0,0,0,85,0
76,0,0,3,0,0,4,83,0
27,0,0,0,0,0,0,27,0
39,0,0,0,0,0,0,39,0
53,0,0,0,0,0,3,56,0
317,22,0,0,0,0,0,339,0
20,0,0,0,0,0,0,20,0
18,0,0,1,0,0,3,22,0
14,0,0,5,0,0,0,19,0
6,2,0,0,0,0,0,8,0
23,0,0,0,0,0,0,23,0
12,0,0,3,0,0,0,15,0
11,1,0,0,0,0,0,12,0
7,0,0,0,0,0,0,7,0
5,0,0,0,0,0,0,5,0
60,1,0,3,0,0,0,64,0
186,20,0,2,0,4,15,227,0
38,0,0,4,0,0,1,43,0
71,0,0,3,0,0,2,76,0
116,9,0,3,0,1,3,132,0
41,0,0,0,0,0,0,41,0
34,0,0,1,0,0,2,37,0
40,0,0,1,0,0,0,41,0
38,0,0,2,0,0,1,41,0
61,0,0,3,0,0,3,67,0
27,1,0,0,0,3,0,31,1
51,0,0,3,0,0,1,55,0
83,6,0,0,0,0,0,89,0
81,0,0,2,0,1,2,86,1
44,0,0,6,0,1,0,51,0
265,16,0,18,0,2,21,322,0
38,0,0,0,0,0,1,39,0
86,0,0,3,0,2,0,91,0
49,9,0,1,0,0,0,59,0
61,0,0,0,0,0,0,61,0
16,7,0,0,0,0,0,23,0
60,0,0,0,0,1,0,61,0
66,0,0,0,0,2,0,68,0
20,0,0,0,0,0,0,20,0
1,0,0,0,0,0,3,4,0
50,1,0,1,0,0,1,53,0
53,3,0,0,0,0,1,57,0
78,0,0,0,0,0,1,79,0
20,0,0,0,0,0,0,20,0
37,0,0,0,0,0,0,37,0
