White,Black,AIAN,Asian,NHPI,Other race alone,Two or more races,total_pop,total_true
18,0,0,0,0,0,0,18,0
12,0,0,1,0,0,0,13,0
7,0,0,2,0,0,2,11,0
290,6,1,49,0,4,16,366,0
6,0,0,0,0,0,0,6,0
5,0,0,4,0,0,0,9,0
11,0,0,7,0,0,0,18,0
24,0,0,3,0,0,0,27,0
11,0,0,13,0,0,2,26,0
75,8,0,28,0,1,3,115,0
7,5,0,32,0,0,0,44,0
4,0,0,5,0,0,0,9,0
18,2,0,17,0,0,4,41,0
12,0,1,0,0,0,0,13,0
2,0,0,0,0,0,0,2,0
7,0,0,0,0,0,0,7,0
0,0,0,0,0,5,0,5,0
6,0,0,0,0,0,0,6,0
2,1,0,0,0,0,0,3,0
6,0,0,0,0,0,0,6,0
103,2,0,21,0,1,0,127,0
38,2,0,10,0,0,1,51,0
52,1,0,20,0,0,4,77,0
83,4,0,42,0,0,4,133,0
22,0,0,21,0,0,0,43,0
75,0,0,22,0,0,1,98,0
19,4,0,18,0,0,0,41,0
107,10,0,49,0,0,5,171,0
12,0,0,10,0,0,0,22,0
8,0,0,9,0,0,4,21,0
425,17,0,195,0,0,20,657,0
15,2,0,1,0,0,0,18,0
54,0,0,106,0,5,3,168,0
17,0,0,6,0,4,0,27,0
14,1,0,6,0,0,0,21,1
47,0,0,26,0,0,11,84,0
28,2,0,12,0,2,1,45,1
50,0,0,5,0,0,4,59,0
9,1,0,12,0,0,1,23,0
21,1,0,7,0,0,0,29,1
37,3,0,21,0,2,0,63,0
19,2,0,2,0,0,0,23,0
2,0,0,0,0,0,0,2,0
11,0,0,0,0,0,0,11,0
5,0,0,0,0,0,0,5,0
4,0,0,0,0,0,0,4,0
1,0,0,1,0,0,1,3,0
2,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,5,0
31,0,0,1,0,0,0,32,0
15,0,0,0,0,0,0,15,0
25,0,0,0,0,0,5,30,0
3,0,0,3,0,0,0,6,0
2,0,0,0,0,0,0,2,0
26,0,1,0,0,0,1,28,1
0,0,0,0,0,1,0,1,0
12,0,0,0,0,0,0,12,0
1,0,0,0,0,0,0,1,0
21,0,0,0,0,0,0,21,0
6,0,0,0,0,0,0,6,0
2,0,0,0,0,0,0,2,0
5,0,0,0,0,0,1,6,0
139,11,0,28,0,0,2,180,0
12,0,0,0,0,0,0,12,0
5,0,0,0,0,0,0,5,0
19,0,0,4,0,0,0,23,0
505,25,0,50,0,13,13,606,0
15,1,0,3,0,0,0,19,0
38,5,0,0,0,0,1,44,0
4,0,0,0,0,4,0,8,0
22,1,0,8,0,0,2,33,0
57,0,0,3,0,8,0,68,0
51,1,0,2,0,0,4,58,0
36,7,0,6,0,0,3,52,0
85,2,0,4,0,3,2,96,0
87,2,0,4,0,6,2,101,0
81,4,0,2,0,0,3,90,0
14,2,0,0,0,0,0,16,0
17,0,0,1,0,0,0,18,0
26,9,0,6,0,0,0,41,0
44,3,0,1,0,1,0,49,1
19,0,0,0,0,0,0,19,0
15,0,0,0,0,36,6,57,0
39,7,0,6,0,12,0,64,0
14,1,0,0,0,0,0,15,1
15,0,0,0,0,0,0,15,0
98,3,0,4,0,0,0,105,0
3,0,0,0,0,0,0,3,0
46,0,0,0,0,25,0,71,0
13,0,0,0,0,12,0,25,0
53,15,0,0,0,1,1,70,1
35,0,0,3,0,0,0,38,0
24,8,0,2,0,0,6,40,0
23,0,0,2,0,0,0,25,0
13,0,0,6,0,0,0,19,0
15,0,0,0,0,0,0,15,0
4,0,0,0,0,0,0,4,0
16,0,0,0,0,0,0,16,0
1,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,10,0
7,0,0,0,0,0,0,7,0
0,4,0,0,0,0,1,5,0
8,0,0,0,0,0,0,8,0
38,0,0,2,0,0,0,40,0
40,5,0,0,0,0,0,45,0
46,3,0,0,0,0,0,49,0
49,0,0,5,0,0,0,54,0
0,0,0,0,0,0,1,1,0
0,0,0,0,0,5,0,5,0
94,0,0,0,0,0,9,103,0
8,0,0,0,0,0,0,8,0
53,1,0,0,0,0,0,54,0
8,0,0,0,0,0,0,8,0
45,2,0,0,0,0,0,47,0
70,3,1,3,0,2,0,79,0
5,0,0,3,0,0,0,8,0
295,1,0,21,0,4,3,324,0
10,0,0,0,0,0,0,10,0
3,0,0,0,0,0,0,3,0
16,0,0,4,0,0,0,20,0
179,0,0,7,0,0,1,187,0
32,0,0,0,0,1,5,38,0
80,4,0,0,0,0,7,91,0
72,0,0,0,0,0,0,72,0
98,0,0,0,0,0,2,100,0
646,9,0,36,0,1,17,709,0
21,0,0,0,0,0,0,21,0
14,0,0,0,0,0,0,14,0
28,0,0,1,0,0,0,29,1
6,0,0,0,0,0,0,6,0
360,1,0,55,0,0,13,429,0
62,0,0,0,0,0,0,62,0
52,0,0,4,0,0,0,56,0
33,4,0,0,0,0,0,37,0
109,4,0,18,0,0,0,131,0
106,0,0,28,0,0,0,134,0
40,0,0,4,0,0,0,44,0
37,0,0,4,0,0,4,45,0
80,13,0,30,0,0,3,126,0
29,3,0,10,0,0,0,42,0
162,0,0,5,0,0,0,167,0
195,2,0,22,0,0,4,223,0
12,0,0,0,0,0,0,12,0
40,0,0,0,0,0,0,40,0
47,0,0,5,0,0,0,52,0
19,0,0,0,0,0,0,19,0
14,0,0,0,0,0,0,14,0
35,0,0,0,0,0,0,35,0
30,0,0,6,0,0,0,36,0
261,1,0,24,0,0,7,293,0
85,2,0,5,0,0,0,92,0
454,3,0,33,0,1,9,500,0
13,0,0,0,0,0,0,13,0
73,0,0,0,0,0,0,73,0
65,0,0,4,0,0,0,69,0
68,0,0,1,0,0,1,70,0
47,0,0,4,0,0,0,51,0
29,0,0,0,0,0,0,29,0
52,0,0,7,0,1,0,60,0
120,2,0,8,0,0,0,130,0
35,3,0,0,0,0,0,38,0
287,0,0,37,0,0,5,329,0
3,0,0,0,0,1,0,4,0
67,0,0,0,0,0,0,67,0
4,0,0,0,0,0,0,4,0
186,4,0,24,0,0,3,217,0
201,7,0,18,0,0,0,226,0
75,0,0,15,0,0,0,90,0
53,7,0,0,0,0,0,60,0
113,0,0,14,0,0,3,130,0
101,0,0,5,0,0,0,106,0
135,0,0,9,0,0,0,144,0
25,0,0,0,0,0,0,25,0
34,0,0,0,0,0,0,34,0
40,0,0,0,0,0,0,40,0
70,0,0,0,0,0,2,72,0
24,0,0,1,0,0,0,25,0
77,0,0,8,0,0,6,91,0
94,1,0,2,0,1,0,98,0
30,0,0,0,0,0,0,30,0
24,0,0,3,0,0,0,27,0
57,0,0,0,0,0,0,57,0
76,0,0,7,0,0,0,83,0
86,0,0,0,0,0,0,86,0
50,0,0,3,0,0,0,53,0
41,0,0,6,0,0,0,47,0
40,0,0,1,0,0,0,41,0
38,0,0,0,0,0,0,38,0
35,0,0,0,0,0,3,38,0
18,1,0,0,0,0,1,20,1
33,0,0,1,0,0,0,34,0
17,0,0,0,0,0,0,17,0
55,0,0,7,0,0,0,62,0
23,0,0,0,0,1,1,25,0
67,0,0,0,0,1,0,68,1
48,0,0,2,0,0,0,50,0
32,0,0,0,0,0,0,32,0
55,0,0,0,0,0,5,60,0
114,0,0,0,0,1,7,122,0
48,0,0,0,0,0,0,48,0
56,0,0,14,0,0,1,71,0
49,0,0,1,0,0,0,50,0
58,5,0,13,0,2,0,78,0
50,1,0,1,0,0,2,54,1
54,0,0,0,0,0,0,54,0
59,0,0,3,0,0,1,63,0
54,0,0,0,0,0,0,54,0
31,0,0,0,0,0,0,31,0
32,0,0,0,0,0,0,32,0
16,0,0,0,0,0,0,16,0
49,0,0,6,0,0,0,55,0
68,0,0,9,0,0,3,80,0
29,0,0,0,0,0,0,29,0
47,4,1,0,0,0,0,52,0
41,0,0,0,0,1,1,43,0
65,0,0,2,0,0,0,67,0
71,0,0,2,0,0,0,73,0
18,0,0,0,0,0,1,19,1
51,0,0,0,0,0,0,51,0
90,0,0,3,0,0,7,100,0
39,0,0,4,0,0,0,43,0
42,0,0,0,0,0,0,42,0
43,1,3,0,0,1,1,49,0
62,0,0,0,0,0,5,67,0
58,0,0,3,0,1,0,62,0
52,0,0,3,0,0,1,56,0
45,0,0,0,0,0,0,45,0
42,1,0,0,0,0,0,43,0
41,0,0,0,0,0,3,44,0
39,0,0,0,0,0,0,39,0
21,0,0,2,0,0,0,23,0
31,0,0,0,0,0,0,31,0
77,0,0,1,0,0,4,82,0
43,0,0,1,0,0,0,44,0
278,3,0,16,0,0,5,302,0
19,0,0,0,0,0,0,19,0
148,1,0,12,0,1,1,163,0
31,0,0,0,0,0,0,31,0
18,0,0,4,0,0,0,22,0
32,3,0,0,0,0,0,35,0
29,0,0,0,0,0,0,29,0
77,0,1,0,0,0,0,78,0
38,0,0,0,0,0,0,38,0
45,0,0,0,0,0,0,45,0
69,0,0,5,0,0,0,74,0
32,0,0,4,0,1,0,37,0
45,0,0,0,0,0,2,47,0
34,0,0,0,0,0,0,34,0
121,7,0,10,0,0,2,140,0
35,0,0,0,0,1,0,36,0
39,5,0,1,0,1,0,46,0
349,12,3,23,1,5,10,403,0
24,0,0,0,0,0,0,24,0
59,3,0,1,0,2,0,65,0
25,0,0,2,0,0,0,27,0
55,0,0,1,0,0,0,56,0
1,0,0,0,0,0,0,1,0
40,0,0,13,0,0,7,60,0
18,0,0,0,0,0,1,19,0
75,0,0,2,0,0,0,77,0
62,0,0,5,0,0,3,70,0
90,0,0,9,0,0,2,101,0
58,0,0,0,0,0,0,58,0
21,0,0,0,0,0,0,21,0
38,0,0,1,0,0,1,40,0
33,2,0,0,0,0,1,36,0
21,1,0,0,0,0,0,22,0
112,0,0,8,0,0,0,120,0
78,1,0,0,0,0,1,80,0
31,0,0,0,0,0,0,31,0
90,0,0,4,0,1,0,95,0
64,0,0,5,0,0,3,72,0
73,1,0,0,0,0,4,78,0
52,0,0,1,0,0,0,53,0
51,0,0,0,0,0,0,51,0
54,2,0,0,0,0,0,56,0
41,0,0,3,0,0,0,44,0
73,0,0,3,0,0,0,76,0
45,0,0,2,0,0,0,47,0
50,0,0,0,0,0,0,50,0
33,0,0,0,0,0,0,33,0
35,0,0,0,0,0,0,35,0
30,1,0,6,0,2,1,40,0
45,0,0,3,0,0,3,51,0
54,0,0,0,0,0,0,54,0
7,0,0,0,0,0,0,7,0
7,0,0,0,0,0,0,7,0
16,0,0,1,0,0,3,20,0
25,0,0,0,0,0,0,25,0
9,0,0,0,0,0,0,9,0
49,0,3,4,0,0,0,56,0
1,0,0,0,0,0,4,5,0
22,0,0,0,0,0,0,22,0
26,0,0,0,0,0,0,26,0
125,1,0,12,0,0,4,142,0
72,0,0,0,0,0,1,73,0
120,0,0,5,0,0,2,127,0
104,1,0,9,0,0,1,115,1
65,0,0,25,0,0,4,94,0
69,0,0,8,0,0,0,77,0
70,0,0,0,0,0,3,73,0
9,0,0,0,0,0,0,9,0
96,0,0,6,0,0,0,102,0
1,0,0,1,0,0,0,2,0
9,0,0,0,0,0,0,9,0
92,0,0,2,0,0,0,94,0
26,0,0,3,0,0,0,29,0
18,1,0,1,0,0,0,20,0
103,1,0,7,0,0,4,115,0
44,1,0,6,0,0,6,57,0
26,0,0,5,0,0,2,33,0
76,0,0,0,0,0,0,76,0
39,1,0,0,0,1,1,42,0
69,0,0,2,0,0,0,71,0
113,0,0,25,0,3,1,142,0
80,0,0,8,0,0,0,88,0
36,0,0,5,0,0,0,41,0
47,0,0,6,0,0,4,57,0
1,0,0,0,0,0,0,1,0
1,0,0,1,0,0,1,3,0
12,0,0,0,0,0,0,12,0
4,0,0,0,0,0,0,4,0
4,0,0,5,0,0,0,9,0
175,6,0,25,1,2,8,217,0
16,1,0,15,0,0,1,33,1
33,0,0,7,0,0,0,40,0
3,1,1,10,0,0,0,15,0
66,2,0,18,0,0,0,86,0
129,2,0,10,0,2,5,148,0
30,0,0,0,0,0,0,30,0
50,0,0,0,0,0,0,50,0
25,0,0,0,0,0,0,25,0
40,0,0,1,0,0,2,43,0
5,0,0,0,0,0,0,5,0
96,0,2,5,0,0,2,105,0
50,0,0,1,0,0,0,51,0
19,0,0,0,0,4,0,23,0
79,0,0,1,0,0,0,80,0
99,1,0,1,0,1,2,104,0
6,0,0,2,0,0,1,9,0
72,0,0,9,0,0,0,81,0
46,0,0,0,0,0,0,46,0
14,0,0,1,0,0,1,16,0
9,0,0,0,0,0,0,9,0
60,0,0,1,0,1,0,62,1
18,0,0,0,0,0,0,18,0
7,0,0,0,0,0,0,7,0
24,0,0,3,0,0,0,27,0
29,0,0,1,0,0,0,30,0
19,0,0,0,0,0,0,19,0
42,0,0,9,0,0,0,51,0
48,0,0,6,0,0,0,54,0
7,0,0,0,0,0,0,7,0
39,1,0,4,0,0,0,44,0
48,0,0,1,0,0,3,52,0
47,1,0,0,0,1,0,49,0
39,0,0,1,0,0,0,40,0
35,0,0,4,0,0,0,39,0
33,0,0,2,0,0,0,35,0
25,0,0,2,0,0,0,27,0
67,0,0,1,1,0,0,69,0
68,0,0,10,0,1,0,79,0
70,2,0,0,0,0,0,72,0
68,2,0,3,0,0,0,73,0
73,0,0,0,0,0,0,73,0
49,0,0,6,0,0,2,57,0
27,0,0,0,0,3,0,30,0
43,0,0,0,0,0,1,44,0
33,0,0,0,0,0,0,33,0
42,0,0,1,0,0,0,43,0
6,0,0,0,0,0,0,6,0
5,0,0,2,0,0,0,7,0
46,0,0,14,0,0,0,60,0
47,0,0,6,0,0,0,53,0
49,0,0,3,0,0,0,52,0
47,0,0,0,0,1,0,48,0
45,0,0,1,0,1,0,47,0
49,0,0,0,0,0,1,50,0
46,0,0,11,0,0,3,60,0
98,14,1,11,0,4,1,129,0
61,2,0,3,0,0,0,66,0
63,0,0,3,0,0,2,68,0
50,0,0,3,0,0,4,57,0
2,0,0,0,0,0,0,2,0
94,0,0,5,0,0,3,102,0
74,1,0,0,0,0,1,76,0
70,0,0,15,0,0,0,85,0
71,0,0,1,0,0,1,73,1
74,0,0,7,0,0,0,81,0
56,5,0,6,0,1,2,70,0
56,1,0,4,0,0,0,61,0
64,1,0,0,0,0,0,65,0
80,0,1,0,0,0,1,82,0
75,0,1,2,0,0,3,81,0
66,0,0,3,0,0,0,69,0
56,0,0,2,0,1,5,64,0
67,1,0,0,0,0,0,68,0
61,0,0,5,0,0,0,66,0
66,0,0,1,0,0,3,70,0
61,0,0,1,0,0,0,62,0
65,0,0,8,0,0,0,73,0
82,0,0,0,0,0,0,82,0
69,1,0,3,0,0,0,73,0
75,0,1,5,0,2,7,90,0
71,0,0,2,0,1,3,77,0
100,0,0,1,0,0,0,101,1
41,4,0,3,0,0,1,49,0
73,0,0,0,0,0,0,73,0
77,1,0,6,0,0,5,89,0
65,0,0,2,0,0,2,69,0
43,0,0,0,0,0,0,43,0
92,1,0,7,0,4,0,104,0
119,3,0,8,0,0,4,134,0
40,0,0,6,0,0,0,46,0
11,0,0,0,0,0,0,11,0
94,1,0,0,0,0,0,95,0
91,0,0,6,0,0,0,97,0
30,0,0,0,0,0,0,30,0
34,0,0,5,0,0,3,42,0
44,0,0,0,0,0,0,44,0
102,0,0,9,0,1,2,114,0
93,0,0,12,0,0,2,107,0
88,1,0,6,0,0,0,95,0
48,0,0,0,0,0,0,48,0
42,1,0,0,0,0,0,43,0
31,0,0,0,0,0,0,31,0
39,0,0,3,0,0,0,42,0
40,0,0,2,0,0,0,42,0
26,0,0,1,0,0,0,27,0
42,0,1,5,0,0,6,54,0
85,0,0,2,1,0,3,91,0
87,0,0,0,0,2,0,89,0
115,2,0,8,0,0,7,132,0
8,0,0,0,0,0,0,8,0
22,0,0,0,0,0,0,22,0
12,0,0,0,0,0,1,13,1
47,0,2,4,0,0,0,53,0
38,0,0,0,0,0,5,43,0
87,0,0,0,0,1,6,94,0
68,0,0,4,0,0,4,76,0
6,0,0,0,0,0,0,6,0
27,0,0,0,0,0,0,27,0
52,0,0,10,0,0,0,62,0
93,3,0,4,0,0,0,100,0
102,0,0,4,0,2,0,108,0
74,0,0,0,0,4,1,79,0
104,0,0,9,0,0,2,115,0
100,2,0,5,0,0,1,108,0
90,0,0,3,0,0,0,93,0
2,0,0,0,0,0,0,2,0
99,0,0,1,0,0,0,100,0
112,0,0,3,0,2,3,120,0
113,0,0,1,0,0,3,117,0
94,8,0,6,0,0,13,121,0
368,3,0,32,0,1,5,409,1
19,0,0,0,0,0,0,19,0
36,0,0,2,0,0,0,38,0
19,0,0,0,0,0,0,19,0
26,0,0,0,0,0,0,26,0
24,0,0,0,0,0,0,24,0
51,0,0,9,0,0,0,60,0
43,0,0,2,0,0,0,45,0
23,0,0,0,0,0,0,23,0
129,2,0,11,0,0,2,144,0
79,0,0,5,0,0,0,84,0
36,0,0,8,0,0,0,44,0
97,0,1,6,0,0,0,104,0
49,0,0,2,0,0,0,51,0
42,0,0,3,0,0,0,45,0
401,0,0,27,0,0,4,432,0
26,1,0,2,0,0,2,31,0
54,0,0,0,0,0,0,54,0
36,0,0,10,0,0,0,46,0
83,0,0,12,0,0,0,95,0
122,8,0,30,0,1,2,163,0
57,1,0,13,0,0,6,77,0
148,15,0,31,0,2,4,200,0
80,2,1,11,0,6,14,114,0
26,2,0,6,0,0,0,34,0
55,0,0,4,0,0,1,60,1
52,0,0,4,0,0,0,56,0
30,0,0,8,0,0,0,38,0
239,0,0,36,0,4,5,284,0
52,0,0,0,0,0,0,52,0
128,0,0,27,0,0,21,176,0
45,0,0,5,0,0,0,50,0
8,0,0,0,0,0,0,8,0
427,48,0,37,0,0,27,539,0
28,0,0,0,0,0,0,28,0
29,1,0,0,0,0,0,30,0
9,0,0,2,0,1,1,13,1
40,19,0,12,0,0,15,86,0
22,0,0,6,0,0,0,28,0
81,0,0,0,0,0,0,81,0
46,0,0,0,0,0,1,47,0
3,0,0,0,0,0,0,3,0
36,2,0,7,0,0,0,45,0
53,2,2,0,0,4,1,62,1
134,3,0,16,0,2,15,170,0
58,5,0,2,0,0,7,72,0
32,0,0,0,0,0,0,32,0
33,0,0,7,0,0,0,40,0
41,1,0,0,0,0,0,42,0
150,1,0,6,0,2,3,162,0
21,0,0,0,0,0,1,22,0
129,11,0,11,0,3,3,157,0
110,2,0,7,0,0,0,119,0
397,33,0,31,0,9,14,484,0
29,0,0,4,0,0,0,33,0
36,0,0,0,0,0,1,37,1
42,1,0,1,0,0,0,44,1
25,6,0,2,0,0,0,33,0
29,0,0,1,0,1,1,32,1
19,0,0,0,0,0,0,19,0
82,16,0,3,0,2,1,104,0
9,0,0,0,0,0,0,9,0
63,1,0,0,0,2,3,69,0
236,2,0,5,0,2,10,255,0
69,0,0,0,0,0,0,69,0
144,16,0,5,0,1,15,181,0
131,12,0,15,0,1,3,162,0
77,0,1,3,0,0,0,81,0
51,0,0,7,0,0,0,58,0
146,1,0,0,0,0,0,147,0
4,1,0,0,0,0,0,5,0
21,0,0,1,0,0,0,22,0
24,0,0,3,0,0,1,28,0
40,2,0,0,0,0,1,43,0
85,2,0,2,0,0,1,90,1
3,0,0,0,0,0,0,3,0
2,0,0,1,0,0,0,3,0
118,16,0,8,0,3,14,159,0
13,0,0,2,0,2,0,17,0
100,6,0,56,0,0,0,162,0
36,2,0,23,0,11,0,72,0
132,14,1,114,0,0,4,265,1
9,2,0,3,0,0,0,14,0
52,5,0,31,0,4,1,93,0
32,6,0,24,0,0,2,64,0
39,8,1,19,0,0,0,67,0
38,0,0,5,0,0,0,43,0
76,11,0,7,0,0,3,97,0
18,1,0,4,0,0,0,23,0
10,5,0,0,0,0,0,15,0
595,73,5,216,1,52,31,973,0
49,4,1,26,0,6,0,86,0
158,21,0,13,0,1,12,205,0
50,5,0,4,0,0,1,60,1
76,10,0,8,0,2,3,99,0
90,13,0,10,0,0,1,114,0
44,3,0,15,0,1,0,63,0
45,5,0,5,0,6,4,65,0
91,4,0,3,1,0,2,101,0
92,7,0,8,0,0,2,109,0
17,0,0,2,0,0,0,19,0
97,1,0,5,0,0,1,104,0
35,0,0,4,0,0,0,39,0
13,0,0,0,0,0,0,13,0
11,0,0,0,0,0,0,11,0
11,0,0,0,0,0,0,11,0
21,0,0,7,0,0,2,30,0
145,30,0,7,0,22,11,215,0
118,3,0,0,0,1,0,122,0
49,1,0,10,0,0,0,60,1
57,4,0,5,0,0,0,66,0
55,0,0,3,0,0,4,62,0
61,0,0,7,0,0,0,68,0
37,1,0,0,0,0,1,39,0
122,4,2,4,0,0,13,145,0
36,9,0,12,0,0,1,58,0
13,0,0,0,0,0,0,13,0
18,0,0,0,0,0,0,18,0
305,24,0,26,0,3,12,370,0
82,0,0,0,0,0,3,85,0
15,2,1,4,0,0,0,22,0
30,3,0,50,0,0,0,83,0
230,19,0,140,0,4,16,409,0
49,6,0,11,0,0,0,66,0
14,0,0,4,0,0,0,18,0
9,0,0,2,0,0,0,11,0
54,3,0,4,0,0,0,61,0
266,34,2,44,0,37,10,393,0
29,2,0,3,0,9,0,43,0
177,17,1,12,0,71,8,286,0
1,0,0,0,0,0,1,2,1
1,0,0,0,0,0,0,1,0
124,10,0,28,0,80,5,247,0
826,65,0,121,0,25,26,1063,0
11,0,0,0,0,0,0,11,0
34,3,0,1,0,1,0,39,0
98,21,0,16,0,6,18,159,0
16,1,0,2,0,0,0,19,0
136,10,0,24,0,11,10,191,0
43,2,0,4,0,6,1,56,0
361,32,1,17,0,3,25,439,0
84,10,0,9,0,18,5,126,0
74,8,0,3,0,3,2,90,0
2,0,0,0,0,0,0,2,0
40,5,0,2,0,0,0,47,0
2,0,0,0,0,0,0,2,0
89,0,0,11,0,0,5,105,0
2,0,0,0,0,0,0,2,0
37,0,0,2,0,0,0,39,0
21,1,0,0,0,0,2,24,0
26,0,0,1,0,0,0,27,0
97,12,0,7,0,0,2,118,0
31,0,0,0,0,0,0,31,0
73,7,0,5,1,1,7,94,0
335,24,0,32,0,3,8,402,0
44,0,0,4,0,0,6,54,0
27,6,0,7,0,0,1,41,0
179,1,0,14,0,0,4,198,0
48,0,0,2,0,0,0,50,0
127,16,0,2,0,8,4,157,0
85,2,0,4,0,0,0,91,0
37,0,0,4,0,0,1,42,0
22,0,0,0,0,0,0,22,0
23,0,0,6,0,0,1,30,0
80,1,0,7,0,0,4,92,0
45,0,0,10,0,0,1,56,0
64,9,1,23,0,1,3,101,0
75,6,0,10,0,0,0,91,0
5,0,0,0,0,0,0,5,0
25,0,0,6,0,0,2,33,0
14,0,0,1,0,0,0,15,0
3,0,0,0,0,0,0,3,0
5,0,0,0,0,0,0,5,0
2,0,0,0,0,0,0,2,0
12,0,0,0,0,0,0,12,0
3,0,0,0,0,0,0,3,0
5,0,0,0,0,0,0,5,0
7,1,0,1,0,0,1,10,0
2,0,0,0,0,0,0,2,0
2,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,1,0
4,0,0,0,0,0,0,4,0
7,0,0,0,0,0,0,7,0
40,0,0,4,0,0,2,46,0
243,8,0,37,0,9,13,310,0
379,11,0,28,0,8,12,438,0
51,10,0,0,0,0,0,61,0
112,18,0,39,0,5,11,185,0
53,5,0,1,0,3,1,63,1
20,2,0,0,0,0,3,25,0
1,0,0,0,0,0,0,1,0
0,2,0,0,0,0,0,2,0
68,0,0,7,0,5,2,82,0
296,40,0,49,1,105,27,518,0
0,2,0,0,0,2,0,4,0
47,7,0,14,0,4,2,74,0
67,1,0,4,0,0,4,76,0
236,28,1,57,4,18,7,351,0
9,1,0,7,0,0,0,17,0
40,5,0,5,0,0,2,52,0
13,0,0,0,0,0,0,13,0
1,0,0,0,0,0,0,1,0
7,0,0,0,0,0,0,7,0
94,0,0,1,0,0,3,98,0
55,0,0,9,0,0,0,64,0
1,0,0,1,0,0,2,4,0
94,21,0,0,0,6,0,121,0
314,40,4,167,0,13,19,557,0
141,5,1,115,0,10,7,279,0
64,8,0,12,0,0,10,94,0
393,128,0,34,0,95,36,686,0
48,22,0,0,0,0,1,71,0
3,0,0,0,0,0,0,3,0
61,9,0,13,0,1,1,85,0
81,11,0,13,0,0,8,113,0
30,6,0,28,0,0,0,64,0
24,0,0,0,0,0,0,24,0
18,0,0,4,0,0,0,22,0
18,0,0,5,0,0,1,24,0
79,4,0,10,0,6,4,103,0
95,7,0,0,0,0,4,106,0
142,21,0,10,1,7,2,183,0
44,11,0,14,0,0,4,73,0
22,7,0,3,0,4,12,48,0
109,24,0,9,0,9,8,159,0
18,0,0,6,0,0,1,25,0
12,0,0,0,0,2,1,15,0
24,4,0,0,0,2,0,30,0
10,0,0,0,0,0,0,10,0
85,10,0,19,0,4,6,124,0
28,0,0,19,0,0,1,48,0
43,0,0,12,0,0,0,55,0
13,1,0,0,0,0,0,14,1
242,4,0,20,0,2,4,272,0
15,0,0,0,0,0,0,15,0
28,0,0,0,0,0,0,28,0
42,0,0,0,0,0,0,42,0
432,31,0,51,0,19,28,561,0
407,21,3,140,0,9,11,591,0
56,0,0,13,0,0,1,70,0
41,0,0,7,0,0,2,50,0
64,0,0,6,0,0,0,70,0
27,0,0,20,0,0,0,47,0
86,13,0,12,0,5,6,122,0
147,19,0,16,4,37,17,240,0
54,0,0,0,0,0,0,54,0
18,0,0,0,0,0,0,18,0
250,53,2,7,0,45,14,371,0
225,31,1,30,0,11,5,303,1
71,12,0,5,0,6,2,96,0
108,14,1,55,0,9,9,196,0
4,0,0,2,0,0,0,6,0
74,10,0,9,0,0,5,98,0
78,8,0,19,0,0,2,107,0
132,10,0,3,0,4,5,154,0
46,9,0,16,0,0,0,71,0
19,1,0,5,0,0,0,25,1
30,0,0,16,0,0,0,46,0
90,5,0,3,0,0,1,99,0
106,0,0,35,0,0,5,146,0
29,0,0,6,0,0,0,35,0
52,8,0,4,0,0,5,69,0
134,4,0,6,0,0,5,149,0
125,4,0,17,0,0,3,149,0
27,3,0,5,0,0,0,35,0
31,0,0,0,0,0,0,31,0
36,0,0,3,0,0,0,39,0
66,2,0,2,0,0,0,70,0
757,33,1,185,0,9,14,999,0
29,0,0,7,0,0,0,36,0
26,1,0,1,0,0,0,28,0
3,0,0,0,0,0,0,3,0
83,3,0,37,0,0,3,126,0
67,0,0,27,0,0,0,94,0
358,20,0,57,0,2,7,444,0
74,0,1,0,0,3,2,80,0
42,3,0,0,0,0,2,47,0
10,0,0,0,0,0,0,10,0
15,0,0,0,0,0,0,15,0
69,0,0,0,0,0,0,69,0
49,7,0,0,0,0,0,56,0
166,6,0,24,0,2,6,204,0
619,102,1,58,0,79,48,907,0
62,3,0,9,0,0,1,75,0
94,12,0,5,0,12,1,124,0
93,11,0,8,0,6,2,120,0
12,4,0,0,0,2,0,18,0
162,14,2,9,0,62,7,256,0
101,4,0,3,0,0,2,110,0
68,4,0,4,0,4,0,80,0
53,0,0,3,0,0,2,58,0
66,4,0,1,0,0,5,76,0
69,12,0,3,0,6,3,93,0
60,17,0,0,0,0,5,82,0
28,1,0,10,0,3,1,43,0
27,1,0,0,0,10,0,38,0
173,11,0,3,0,4,11,202,0
32,0,0,0,0,0,1,33,1
22,0,0,0,0,0,0,22,0
78,1,0,0,0,0,0,79,0
26,4,0,0,0,1,0,31,0
36,5,0,0,0,0,1,42,0
91,4,0,8,0,0,6,109,0
31,0,0,6,0,0,4,41,0
24,0,0,0,0,0,0,24,0
30,0,0,0,0,0,0,30,0
111,3,2,0,0,10,3,129,0
383,52,3,19,0,30,25,512,0
98,0,1,0,0,0,0,99,0
43,1,0,3,0,0,3,50,0
314,23,1,31,0,27,19,415,0
33,0,0,2,0,0,1,36,0
78,7,0,9,0,2,7,103,0
122,17,0,15,0,1,2,157,0
45,4,0,2,0,8,0,59,0
6,0,0,0,0,0,0,6,0
20,7,0,3,0,0,3,33,0
41,0,0,0,0,0,0,41,0
29,0,0,0,0,0,0,29,0
53,0,0,0,0,0,0,53,0
239,8,0,28,0,10,5,290,0
