PUMAID,RAC1P,RAC3P,AGEP,HISP,RELSHIPP,SEX
3904107,2,2,30,1,38,1
3904105,1,1,19,2,38,2
3904105,1,1,18,1,38,2
3904105,1,1,19,1,38,1
3904106,1,1,94,1,37,2
3904105,1,1,18,1,38,2
3904109,1,1,80,1,37,2
3904108,2,2,62,1,38,1
3904102,1,1,19,1,38,1
3904107,1,1,80,1,37,2
3904102,1,1,20,1,38,2
3904107,1,1,23,3,37,1
3904105,1,1,18,23,38,2
3904105,1,1,19,1,38,2
3904110,2,2,46,1,37,1
3904105,6,5,19,1,38,2
3904105,1,1,20,1,38,1
3904105,1,1,18,1,38,2
3904105,2,2,60,1,38,1
3904102,1,1,20,1,38,2
3904102,1,1,67,1,37,2
3904103,2,2,79,1,37,1
3904105,1,1,20,1,38,1
3904106,1,1,25,1,38,1
3904105,6,5,18,1,38,1
3904107,1,1,19,1,38,1
3904105,1,1,19,1,38,2
3904110,1,1,80,1,37,2
3904105,1,1,18,1,38,2
3904106,1,1,78,1,38,2
3904105,1,1,19,1,38,2
3904105,1,1,19,9,38,1
3904110,1,1,31,1,37,1
3904110,1,1,53,1,37,1
3904110,1,1,28,1,37,1
3904107,1,1,77,1,37,1
3904105,1,1,18,1,38,2
3904105,1,1,21,1,38,1
3904105,1,1,18,1,38,2
3904102,1,1,34,1,38,2
3904103,1,1,83,1,37,2
3904105,1,1,20,1,38,1
3904105,1,1,18,1,38,2
3904105,1,1,19,1,38,1
3904105,1,1,19,1,38,1
3904102,1,1,88,1,37,2
3904105,2,2,18,1,38,1
3904109,1,1,94,1,37,1
3904106,1,1,63,1,38,1
3904105,2,2,19,1,38,2
3904105,1,1,19,24,38,1
3904101,2,2,79,1,37,1
3904105,1,1,19,1,38,2
3904106,2,2,44,1,38,1
3904106,1,1,61,1,38,1
3904105,6,5,19,1,38,1
3904105,6,5,18,1,38,2
3904105,1,1,94,1,37,2
3904105,1,1,20,1,38,1
3904109,1,1,67,1,37,1
3904105,1,1,83,1,37,2
3904105,1,1,81,1,37,2
3904107,1,1,21,1,37,2
3904102,1,1,20,1,38,2
3904107,1,1,22,1,38,1
3904105,1,1,22,1,38,1
3904109,1,1,74,1,37,2
3904105,1,1,20,1,38,2
3904105,1,1,88,1,37,1
3904106,1,1,18,1,38,2
3904105,1,1,18,1,38,1
3904105,2,2,19,1,38,2
3904105,1,1,18,1,38,2
3904102,2,2,78,1,37,2
3904102,1,1,21,1,38,1
3904110,1,1,37,1,37,1
3904105,6,5,19,1,38,1
3904102,1,1,18,1,38,2
3904102,1,1,94,1,37,1
3904105,1,1,19,1,38,1
3904102,2,2,30,1,38,1
3904105,1,1,18,1,38,2
3904102,1,1,22,1,38,2
3904105,6,5,18,1,38,2
3904105,9,22,19,1,38,2
3904110,2,2,15,1,37,1
3904105,1,1,19,1,38,2
3904106,2,2,26,1,38,1
3904107,1,1,18,24,38,2
3904105,1,1,19,1,38,2
3904105,6,10,18,1,38,2
3904110,1,1,30,1,37,1
3904105,1,1,20,1,38,2
3904105,1,1,19,1,38,1
3904105,1,1,18,1,38,2
3904110,1,1,43,1,37,1
3904103,1,1,74,1,37,2
3904110,2,2,26,1,38,1
3904105,1,1,23,1,38,1
3904108,2,2,81,1,37,2
3904105,1,1,18,1,38,1
3904105,1,1,18,1,38,2
3904105,1,1,19,1,38,1
3904107,1,1,25,1,38,1
3904107,1,1,48,1,38,1
3904105,1,1,18,1,38,2
3904105,1,1,19,1,38,2
3904105,1,1,19,1,38,2
3904107,6,4,18,1,38,1
3904110,1,1,49,1,37,1
3904110,1,1,27,1,37,2
3904105,1,1,19,1,38,1
3904104,1,1,65,1,37,1
3904106,1,1,19,1,38,2
3904105,1,1,54,1,37,1
3904105,1,1,18,1,38,1
3904105,1,1,21,1,38,1
3904107,1,1,63,1,38,1
3904106,2,2,62,1,38,1
3904105,1,1,18,1,38,2
3904101,1,1,16,24,37,1
3904106,2,2,38,1,38,2
3904108,1,1,56,1,38,2
3904105,2,2,19,1,38,2
3904106,1,1,25,1,38,1
3904105,6,10,18,1,38,2
3904102,1,1,21,2,38,2
3904105,2,2,19,1,38,2
3904105,6,5,19,1,38,1
3904110,2,2,48,1,37,1
3904105,1,1,19,1,38,1
3904110,1,1,94,1,37,1
3904105,6,9,23,1,38,2
3904106,2,2,38,1,38,2
3904106,1,1,51,1,38,1
3904105,1,1,22,1,38,2
3904103,2,2,90,1,37,2
3904107,1,1,18,1,38,2
3904102,1,1,72,1,37,1
3904105,1,1,22,1,38,2
3904105,1,1,20,1,38,1
3904105,1,1,19,1,38,1
3904105,1,1,19,1,38,1
3904102,1,1,19,1,38,2
3904109,1,1,70,1,37,1
3904105,2,2,94,1,37,2
3904110,1,1,53,1,37,1
3904106,9,16,18,1,38,2
3904107,2,2,62,1,38,1
3904107,1,1,19,1,38,1
3904105,1,1,19,1,38,2
3904106,1,1,27,1,38,1
3904105,2,2,71,1,37,2
3904106,1,1,39,1,38,2
3904106,1,1,20,1,38,1
3904105,6,5,18,1,38,2
3904107,2,2,19,1,38,2
3904105,1,1,18,1,38,1
3904109,1,1,94,1,37,2
3904110,2,2,19,1,37,1
3904110,2,2,35,1,38,1
3904105,1,1,21,1,38,1
3904110,1,1,67,1,37,2
3904105,1,1,20,1,38,2
3904105,1,1,88,1,37,2
3904103,1,1,77,1,37,2
3904105,1,1,21,1,38,1
3904108,1,1,63,1,37,1
3904110,1,1,78,1,37,2
3904105,6,5,18,1,38,2
3904105,1,1,19,1,38,1
3904103,1,1,90,1,37,2
3904105,6,5,19,1,38,2
3904110,2,2,20,1,37,1
3904102,2,2,38,1,38,2
3904105,6,4,18,1,38,1
3904105,1,1,19,1,38,1
3904105,1,1,18,1,38,2
3904105,1,1,19,1,38,2
3904105,1,1,25,1,38,1
3904105,1,1,18,1,38,1
3904107,2,2,60,1,38,1
3904105,6,5,19,1,38,2
3904106,2,2,71,1,37,2
3904107,6,5,18,1,38,2
3904110,1,1,52,1,37,2
3904105,1,1,18,1,38,2
3904107,1,1,16,24,37,1
3904105,1,1,18,1,38,2
3904104,1,1,94,1,37,1
3904104,2,2,85,1,37,2
3904106,1,1,63,1,38,1
3904102,1,1,22,1,38,2
3904105,6,4,18,1,38,1
3904105,6,5,20,1,38,1
3904102,2,2,18,1,38,1
3904106,1,1,36,1,38,1
3904111,1,1,26,1,38,1
3904106,1,1,19,1,38,1
3904105,1,1,19,1,38,1
3904105,1,1,20,1,38,2
3904105,1,1,19,1,38,1
3904105,1,1,19,1,38,1
3904105,1,1,25,1,38,1
3904105,6,5,19,1,38,1
3904105,1,1,17,1,38,1
3904105,1,1,18,1,38,2
3904107,9,16,19,1,38,2
3904106,1,1,71,1,37,2
3904105,1,1,18,1,38,2
3904105,6,5,18,1,38,2
3904105,1,1,66,1,37,2
3904105,6,4,18,1,38,2
3904110,1,1,21,1,37,2
3904105,1,1,18,1,38,2
3904110,2,2,31,1,37,1
3904103,1,1,20,1,38,1
3904105,2,2,19,1,38,1
3904105,1,1,19,1,38,2
3904105,2,2,18,1,38,2
3904110,1,1,27,1,37,2
3904110,1,1,85,1,37,1
3904105,6,5,18,1,38,1
3904105,1,1,19,1,38,1
3904105,1,1,18,1,38,1
3904105,1,1,19,1,38,2
3904105,1,1,20,1,38,2
3904109,1,1,56,1,38,2
3904106,1,1,88,1,37,1
3904105,6,5,19,1,38,1
3904102,1,1,21,1,38,1
3904105,2,2,19,1,38,2
3904107,2,2,62,1,38,1
3904105,1,1,19,1,38,2
3904102,1,1,19,1,38,2
3904105,1,1,19,1,38,2
3904102,2,2,19,1,38,2
3904105,2,2,20,1,38,2
3904110,1,1,32,1,37,1
3904105,1,1,20,1,38,2
3904108,1,1,19,1,38,1
3904102,1,1,22,1,38,1
3904109,1,1,16,1,37,1
3904102,6,5,18,1,38,2
3904102,1,1,72,1,37,1
3904105,1,1,18,1,38,2
3904105,1,1,22,1,38,1
3904109,1,1,16,24,37,1
3904102,6,5,19,1,38,2
3904109,1,1,43,1,38,1
3904102,1,1,22,1,38,1
3904110,6,5,19,1,38,1
3904110,1,1,65,1,37,1
3904105,1,1,18,1,38,2
3904106,2,2,60,1,38,1
3904105,1,1,20,1,38,1
3904108,1,1,61,1,38,1
3904102,9,22,19,1,38,2
3904105,9,16,19,1,38,1
3904110,2,2,33,1,37,2
3904107,2,2,26,1,38,1
3904110,2,2,81,1,37,2
3904105,9,16,20,1,38,2
3904105,1,1,75,1,37,1
3904105,1,1,18,1,38,1
3904107,2,2,21,1,38,1
3904105,1,1,20,1,38,2
3904104,6,7,25,1,20,2
3904104,8,15,32,1,22,1
3904104,8,15,2,1,25,2
3904104,1,1,65,1,20,2
3904109,1,1,49,1,20,2
3904109,1,1,47,1,21,1
3904109,1,1,16,1,25,1
3904109,1,1,14,1,25,2
3904108,1,1,31,2,20,1
3904108,1,1,34,23,21,2
3904108,1,1,9,2,25,1
3904108,1,1,7,2,25,2
3904105,1,1,30,1,20,1
3904110,1,1,36,2,20,1
3904110,1,1,35,2,21,2
3904110,1,1,5,1,25,1
3904111,1,1,83,1,20,2
3904108,2,2,42,1,20,2
3904108,2,2,49,1,21,1
3904108,2,2,24,1,25,2
3904108,2,2,8,1,25,1
3904108,2,2,6,1,30,2
3904102,1,1,35,1,20,2
3904102,2,2,49,1,21,1
3904102,1,1,9,1,25,1
3904102,9,16,4,1,25,2
3904106,6,10,39,1,20,2
3904106,6,10,38,1,21,1
3904106,6,10,59,1,31,1
3904106,6,10,58,1,31,2
3904108,1,1,90,1,20,1
3904104,1,1,49,1,20,2
3904104,1,1,46,1,22,1
3904105,1,1,22,1,20,2
3904105,1,1,26,1,34,2
3904101,1,1,44,1,20,1
3904101,1,1,12,1,25,1
3904108,2,2,62,1,20,2
3904108,2,2,61,1,21,1
3904111,1,1,81,1,20,1
3904111,1,1,79,1,21,2
3904111,1,1,57,1,25,1
3904101,1,1,77,1,20,1
3904101,1,1,73,1,21,2
3904109,8,15,62,2,20,2
3904107,2,2,35,1,20,2
3904110,2,2,74,1,20,1
3904111,1,1,53,1,20,2
3904111,1,1,56,1,21,1
3904111,1,1,19,1,25,1
3904107,1,1,66,1,20,2
3904102,1,1,81,1,20,1
3904108,2,2,30,1,20,1
3904109,1,1,66,1,20,2
3904109,1,1,68,1,21,1
3904101,1,1,87,1,20,1
3904101,1,1,84,1,21,2
3904108,1,1,71,1,20,2
3904108,1,1,71,1,21,1
3904108,1,1,67,1,20,1
3904108,1,1,66,1,21,2
3904106,1,1,58,1,20,2
3904106,1,1,60,1,21,1
3904108,2,2,66,1,20,2
3904105,1,1,28,1,20,2
3904105,1,1,30,1,22,1
3904107,1,1,24,1,20,2
3904107,1,1,48,1,29,2
3904106,2,2,73,1,20,2
3904106,2,2,91,1,21,1
3904110,1,1,47,1,20,1
3904108,1,1,81,1,20,2
3904102,1,1,50,1,20,2
3904102,1,1,54,1,21,1
3904102,1,1,15,1,25,1
3904105,1,1,25,1,20,1
3904111,1,1,50,1,20,2
3904111,1,1,50,1,21,1
3904111,1,1,17,1,25,2
3904111,1,1,15,1,25,1
3904111,1,1,45,1,36,2
3904111,1,1,16,1,36,2
3904101,1,1,66,1,20,1
3904101,1,1,66,1,21,2
3904104,1,1,28,1,20,1
3904104,1,1,31,1,22,2
3904106,1,1,21,1,20,2
3904106,1,1,21,1,34,2
3904111,1,1,71,1,20,2
3904111,1,1,73,1,21,1
3904101,1,1,43,1,20,2
3904101,1,1,49,1,21,1
3904101,1,1,20,1,25,2
3904101,1,1,15,1,25,1
3904110,1,1,79,1,20,2
3904104,6,5,51,1,20,2
3904104,6,5,56,1,21,1
3904104,6,5,20,1,25,2
3904101,9,18,38,1,20,2
3904101,9,18,5,1,25,1
3904101,9,18,3,1,25,2
3904106,1,1,83,1,20,1
3904106,1,1,82,1,21,2
3904109,2,2,83,1,20,2
3904101,1,1,57,1,20,1
3904101,1,1,53,1,21,2
3904107,2,2,33,1,20,2
3904107,2,2,9,1,25,1
3904102,1,1,60,1,20,2
3904102,1,1,67,1,20,2
3904103,6,4,78,1,20,1
3904103,6,4,72,1,21,2
3904103,6,4,36,1,25,2
3904111,1,1,47,1,20,1
3904111,1,1,49,1,22,2
3904111,1,1,94,1,20,1
3904101,1,1,44,1,20,2
3904101,1,1,68,1,20,1
3904103,1,1,33,1,20,1
3904103,1,1,30,1,21,2
3904105,1,1,88,1,20,1
3904109,1,1,38,1,20,1
3904109,1,1,38,1,21,2
3904109,1,1,13,1,25,2
3904109,1,1,11,1,25,1
3904109,1,1,4,1,25,1
3904107,2,2,29,1,20,2
3904107,2,2,12,1,25,1
3904107,2,2,9,1,25,2
3904107,2,2,10,1,33,1
3904107,2,2,10,1,33,1
3904110,6,5,19,1,20,1
3904110,6,5,19,1,22,2
3904104,1,1,69,1,20,1
3904106,1,1,70,1,20,1
3904106,1,1,55,1,22,2
3904106,1,1,25,1,25,1
3904106,1,1,21,1,25,2
3904106,1,1,20,1,25,1
3904106,1,1,13,1,25,2
3904104,1,1,36,1,20,2
3904104,1,1,37,1,21,1
3904104,1,1,0,1,25,2
3904103,1,1,31,1,20,2
3904103,1,1,31,1,21,1
3904103,1,1,5,1,25,1
3904103,1,1,1,1,25,2
3904110,1,1,31,1,20,2
3904110,1,1,32,1,21,1
3904110,1,1,20,1,20,2
3904110,1,1,21,1,36,1
3904110,1,1,18,1,36,1
3904107,2,2,87,1,20,2
3904107,2,2,62,1,25,1
3904106,8,15,63,1,20,1
3904102,2,2,44,1,20,2
3904102,2,2,14,1,25,2
3904102,2,2,8,1,25,2
3904101,1,1,25,1,20,2
3904101,1,1,28,1,22,1
3904109,1,1,58,1,20,2
3904109,1,1,64,1,21,1
3904105,1,1,40,1,20,1
3904105,1,1,40,1,21,2
3904105,1,1,7,1,25,2
3904105,1,1,5,1,25,2
3904105,1,1,56,1,20,1
3904108,6,6,56,1,20,2
3904108,6,6,24,1,25,2
3904108,6,6,22,1,25,1
3904101,1,1,47,1,20,1
3904101,1,1,67,1,21,2
3904101,1,1,76,1,31,1
3904105,1,1,31,1,20,1
3904104,1,1,82,1,20,2
3904102,1,1,37,1,20,1
3904111,9,16,42,1,20,1
3904102,1,1,24,1,20,1
3904102,1,1,23,1,22,2
3904104,1,1,64,1,20,2
3904104,1,1,69,1,21,1
3904102,9,24,33,1,20,1
3904102,2,2,54,1,20,2
3904102,2,2,22,1,25,1
3904102,2,2,19,1,25,1
3904111,1,1,72,1,20,2
3904104,1,1,56,1,20,2
3904104,1,1,56,1,21,1
3904104,1,1,50,1,20,2
3904104,1,1,57,1,21,1
3904104,6,5,9,1,26,2
3904103,1,1,25,1,20,1
3904103,1,1,25,1,34,1
3904104,1,1,40,1,20,2
3904104,1,1,39,1,21,1
3904109,1,1,52,1,20,2
3904109,1,1,51,1,21,1
3904109,1,1,21,1,25,1
3904102,2,2,66,1,20,2
3904102,2,2,83,1,21,1
3904108,1,1,80,1,20,1
3904108,1,1,71,1,21,2
3904108,1,1,49,1,25,1
3904110,2,2,37,1,20,2
3904110,2,2,16,1,25,2
3904110,2,2,9,1,25,2
3904102,1,1,66,1,20,2
3904102,1,1,72,1,22,1
3904106,1,1,54,1,20,2
3904106,1,1,34,1,26,2
3904110,1,1,53,1,20,1
3904110,1,1,51,1,21,2
3904110,1,1,18,1,25,1
3904110,1,1,15,1,25,1
3904102,1,1,42,1,20,1
3904104,1,1,61,1,20,1
3904107,2,2,59,1,20,2
3904105,1,1,76,1,20,1
3904104,1,1,62,1,20,1
3904104,1,1,60,1,21,2
3904111,1,1,61,1,20,1
3904111,1,1,63,1,21,2
3904104,1,1,28,1,20,2
3904104,1,1,30,2,22,1
3904106,1,1,62,1,20,2
3904106,1,1,62,1,21,1
3904110,1,1,58,1,20,2
3904110,1,1,65,1,23,2
3904105,1,1,45,1,20,1
3904109,1,1,94,1,20,2
3904105,1,1,24,1,20,1
3904105,1,1,25,1,34,1
3904105,1,1,24,1,36,1
3904104,1,1,52,1,20,1
3904104,1,1,55,1,21,2
3904102,9,17,47,1,20,1
3904104,1,1,28,1,20,2
3904104,1,1,30,1,22,1
3904104,1,1,30,1,34,1
3904110,8,15,37,2,20,2
3904110,8,15,34,2,21,1
3904110,8,15,19,2,25,2
3904110,8,15,18,2,25,2
3904110,8,15,12,2,25,1
3904110,8,15,1,2,25,2
3904105,1,1,77,1,20,1
3904105,1,1,55,1,20,2
3904105,1,1,54,1,21,1
3904105,1,1,27,1,25,1
3904107,2,2,31,1,20,2
3904107,2,2,11,1,25,2
3904107,2,2,3,1,25,1
3904107,2,2,1,1,25,2
3904111,1,1,68,1,20,2
3904111,1,1,70,1,21,1
3904105,1,1,32,1,20,2
3904102,1,1,38,2,20,1
3904102,1,1,41,3,21,2
3904102,1,1,10,2,25,2
3904102,1,1,8,3,25,2
3904102,1,1,3,2,25,2
3904105,1,1,33,1,20,1
3904104,1,1,70,1,20,2
3904106,1,1,94,1,20,2
3904106,2,2,60,1,20,1
3904106,2,2,53,1,21,2
3904104,1,1,62,1,20,2
3904104,1,1,64,1,21,1
3904105,1,1,58,1,20,2
3904105,1,1,55,1,21,1
3904104,1,1,53,1,20,1
3904101,1,1,75,1,20,1
3904101,1,1,76,1,21,2
3904101,1,1,78,1,20,2
3904102,1,1,70,1,20,1
3904105,1,1,21,1,20,1
3904105,1,1,22,1,36,1
3904105,1,1,22,1,36,2
3904105,1,1,22,1,36,1
3904105,1,1,20,1,36,2
3904107,2,2,54,1,20,2
3904107,1,1,60,1,20,1
3904105,1,1,57,1,20,1
3904105,1,1,55,1,21,2
3904108,1,1,62,1,20,2
3904108,1,1,23,1,25,2
3904101,8,15,48,1,20,2
3904106,1,1,66,1,20,1
3904106,1,1,42,1,25,2
3904106,9,16,22,1,30,1
3904108,2,2,52,1,20,2
3904108,2,2,29,1,25,2
3904108,2,2,7,1,30,1
3904110,1,1,94,1,20,1
3904110,1,1,88,1,21,2
3904110,1,1,58,1,20,2
3904110,1,1,54,1,21,1
3904110,1,1,23,1,25,1
3904110,1,1,17,1,26,2
3904110,1,1,85,1,31,2
3904105,1,1,64,1,20,1
3904110,1,1,25,1,20,1
3904110,1,1,25,1,21,2
3904110,1,1,5,1,25,2
3904107,9,60,34,1,20,2
3904107,1,1,39,1,21,1
3904103,1,1,69,1,20,1
3904103,6,7,59,1,21,2
3904107,1,1,30,1,20,1
3904107,1,1,33,1,28,2
3904102,1,1,53,1,20,2
3904105,1,1,37,1,20,2
3904105,1,1,35,1,21,1
3904104,1,1,54,1,20,2
3904104,1,1,56,1,21,1
3904104,1,1,20,1,25,2
3904104,1,1,16,1,25,1
3904107,1,1,37,1,20,2
3904107,1,1,39,1,21,1
3904107,1,1,14,1,25,1
3904103,1,1,62,1,20,2
3904103,1,1,64,1,21,1
3904103,1,1,23,1,25,2
3904104,1,1,72,1,20,1
3904104,1,1,73,1,21,2
3904109,1,1,37,1,20,2
3904109,1,1,48,1,21,1
3904109,1,1,14,1,25,2
3904109,1,1,13,1,25,1
3904109,1,1,10,1,25,2
3904104,1,1,71,1,20,2
3904104,1,1,74,1,21,1
3904101,1,1,45,1,20,2
3904101,1,1,46,1,21,1
3904101,1,1,11,1,25,2
3904101,1,1,9,1,25,1
3904101,1,1,74,1,31,2
3904106,1,1,45,1,20,2
3904106,1,1,49,1,21,1
3904108,2,2,36,1,20,2
3904108,2,2,21,1,25,2
3904108,2,2,16,1,25,1
3904108,2,2,15,1,25,2
3904107,2,2,52,1,20,2
3904107,2,2,56,1,21,1
3904107,2,2,8,1,25,2
3904107,2,2,46,1,28,1
3904105,6,5,29,1,20,2
3904102,1,1,37,1,20,2
3904102,1,1,37,1,21,1
3904102,1,1,6,1,25,2
3904102,1,1,3,1,25,2
3904106,2,2,57,1,20,1
3904107,2,2,41,1,20,1
3904107,2,2,27,1,21,2
3904107,2,2,16,1,25,2
3904107,2,2,12,1,25,1
3904104,6,4,47,1,20,1
3904104,6,4,44,1,21,2
3904104,6,4,17,1,25,2
3904105,1,1,40,1,20,2
3904105,1,1,47,1,21,1
3904105,1,1,5,1,25,2
3904102,1,1,44,1,20,1
3904108,2,2,24,1,20,2
3904105,1,1,24,1,20,2
3904105,1,1,25,1,22,1
3904105,1,1,53,1,20,1
3904105,1,1,46,1,21,2
3904107,9,30,35,1,20,2
3904107,2,2,35,1,21,1
3904107,2,2,16,1,25,1
3904107,2,2,14,1,25,2
3904107,2,2,7,1,25,1
3904104,1,1,25,1,20,2
3904109,1,1,35,1,20,1
3904109,1,1,32,1,34,1
3904106,1,1,66,1,20,1
3904109,1,1,72,1,20,1
3904109,1,1,56,1,21,2
3904109,1,1,62,1,20,1
3904109,1,1,62,1,21,2
3904109,1,1,22,1,25,1
3904103,1,1,75,1,20,1
3904103,1,1,72,1,21,2
3904103,1,1,25,1,20,1
3904103,1,1,25,1,21,2
3904106,1,1,27,1,20,1
3904105,1,1,62,1,20,1
3904103,1,1,41,1,20,1
3904103,1,1,11,1,25,1
3904103,1,1,8,1,25,2
3904109,1,1,71,1,20,1
3904109,1,1,52,1,21,2
3904105,1,1,31,1,20,1
3904105,1,1,30,1,21,2
3904105,9,21,23,1,20,1
3904105,1,1,24,1,34,1
3904105,1,1,24,1,34,1
3904108,1,1,67,3,20,1
3904108,1,1,76,1,22,2
3904106,2,2,76,1,20,2
3904111,1,1,55,1,20,1
3904111,1,1,54,1,21,2
3904106,1,1,33,1,20,2
3904106,1,1,0,1,25,1
3904106,1,1,80,1,20,1
3904102,1,1,62,1,20,2
3904102,1,1,27,1,25,1
3904102,1,1,25,1,25,1
3904102,1,1,26,1,34,2
3904108,1,1,23,1,20,2
3904108,1,1,25,1,34,2
3904108,1,1,22,1,34,2
3904106,1,1,59,1,20,2
3904106,1,1,38,1,25,1
3904106,1,1,35,1,25,1
3904106,1,1,16,1,30,2
3904106,1,1,43,1,32,2
3904106,1,1,30,1,32,2
3904107,1,1,48,1,20,2
3904107,1,1,48,1,21,1
3904107,1,1,14,1,25,1
3904107,1,1,12,1,25,2
3904110,1,1,36,1,20,1
3904110,1,1,36,1,21,2
3904110,1,1,14,1,25,2
3904110,1,1,17,1,27,2
3904103,1,1,48,1,20,2
3904103,1,1,49,1,21,1
3904103,1,1,11,1,25,1
3904103,1,1,11,1,25,2
3904109,1,1,58,1,20,1
3904104,1,1,62,1,20,1
3904104,1,1,62,1,21,2
3904105,1,1,66,1,20,1
3904105,1,1,61,1,21,2
3904102,1,1,44,1,20,2
3904102,2,2,8,1,26,1
3904110,1,1,62,1,20,1
3904110,1,1,55,1,21,2
3904104,1,1,23,1,20,1
3904104,1,1,22,1,28,1
3904111,1,1,67,1,20,1
3904107,1,1,94,1,20,2
3904109,1,1,48,1,20,2
3904109,1,1,21,1,25,2
3904111,1,1,50,1,20,1
3904111,1,1,52,1,21,2
3904111,1,1,15,1,25,1
3904104,1,1,56,1,20,1
3904104,1,1,55,1,21,2
3904101,1,1,38,1,20,1
3904101,1,1,37,1,21,2
3904101,1,1,6,1,25,2
3904101,1,1,4,1,25,2
3904101,1,1,2,1,25,1
3904111,1,1,41,1,20,2
3904111,1,1,42,1,21,1
3904111,1,1,15,1,25,2
3904111,1,1,28,1,20,2
3904111,1,1,29,1,21,1
3904111,1,1,5,1,25,2
3904111,1,1,0,1,25,2
3904111,1,1,19,1,33,1
3904104,1,1,29,1,20,2
3904104,1,1,30,1,21,1
3904104,1,1,2,1,25,2
3904104,1,1,0,1,25,1
3904106,1,1,57,1,20,1
3904111,1,1,27,1,20,2
3904111,1,1,28,1,21,1
3904111,1,1,0,1,25,1
3904106,9,24,74,1,20,1
3904106,1,1,78,1,21,2
3904106,1,1,48,1,25,1
3904107,2,2,83,1,20,1
3904107,2,2,81,1,21,2
3904108,2,2,38,1,20,2
3904108,2,2,39,1,21,1
3904108,2,2,18,1,25,2
3904108,2,2,14,1,25,1
3904108,2,2,13,1,25,2
3904108,2,2,0,1,30,1
3904103,6,5,69,1,20,1
3904103,6,5,68,1,21,2
3904106,8,15,48,1,20,2
3904110,1,1,37,1,20,1
3904109,1,1,24,1,20,2
3904109,1,1,59,1,29,1
3904109,1,1,56,1,29,2
3904102,1,1,90,1,20,1
3904102,1,1,55,1,25,1
3904105,1,1,30,9,20,1
3904105,1,1,27,1,22,2
3904105,1,1,51,10,20,1
3904105,1,1,52,1,21,2
3904108,2,2,70,1,20,2
3904110,1,1,72,1,20,1
3904110,1,1,74,1,21,2
3904110,1,1,24,1,30,1
3904105,1,1,27,1,20,2
3904105,6,10,26,1,21,1
3904109,6,10,36,1,20,1
3904109,6,10,36,1,21,2
3904109,6,10,5,1,25,2
3904109,6,10,2,1,25,1
3904106,2,2,40,1,20,1
3904109,1,1,33,1,20,2
3904109,1,1,40,1,21,1
3904109,1,1,61,1,31,2
3904101,1,1,36,1,20,2
3904101,1,1,39,1,21,1
3904101,1,1,4,1,25,1
3904101,1,1,1,1,25,2
3904104,1,1,67,1,20,2
3904109,2,2,71,1,20,1
3904109,2,2,69,1,21,2
3904109,2,2,51,1,25,1
3904109,2,2,48,1,27,2
3904109,2,2,25,1,30,1
3904105,1,1,22,1,20,1
3904105,1,1,20,1,22,2
3904104,1,1,24,1,20,1
3904104,1,1,24,1,22,2
3904102,1,1,35,1,20,1
3904102,1,1,34,1,21,2
3904102,1,1,6,1,25,1
3904102,1,1,4,1,25,2
3904102,1,1,1,1,25,1
3904105,1,1,64,1,20,2
3904106,1,1,81,1,20,1
3904106,1,1,79,1,22,2
3904102,1,1,19,1,20,2
3904102,1,1,22,1,24,2
3904107,2,2,32,1,20,2
3904107,2,2,26,1,22,1
3904107,2,2,13,1,25,2
3904107,2,2,11,1,25,1
3904107,2,2,5,1,25,2
3904107,2,2,0,1,25,2
3904106,1,1,21,1,20,2
3904106,1,1,22,1,22,1
3904101,1,1,48,1,20,2
3904101,1,1,53,1,21,1
3904101,1,1,17,1,25,1
3904109,1,1,51,1,20,2
3904104,1,1,87,1,20,2
3904110,1,1,73,1,20,2
3904110,1,1,47,1,25,1
3904110,1,1,26,1,30,1
3904111,1,1,52,1,20,1
3904105,1,1,29,1,20,2
3904105,6,6,34,1,34,2
3904105,6,6,28,1,34,2
3904105,1,1,25,1,34,2
3904104,1,1,56,1,20,2
3904104,1,1,58,1,21,1
3904104,1,1,8,1,30,2
3904104,9,16,2,1,30,2
3904107,1,1,37,1,20,1
3904107,1,1,31,1,22,2
3904107,1,1,32,1,20,2
3904107,1,1,34,1,22,1
3904104,1,1,58,1,20,2
3904104,1,1,65,1,22,1
3904104,1,1,5,1,30,1
3904102,1,1,30,1,20,1
3904102,1,1,30,1,21,2
3904102,1,1,2,1,25,1
3904102,1,1,0,1,25,2
3904109,1,1,31,1,20,2
3904109,1,1,34,1,21,1
3904105,1,1,25,1,20,2
3904105,1,1,25,1,34,2
3904105,1,1,25,1,34,2
3904110,1,1,28,1,20,2
3904109,1,1,51,1,20,1
3904109,1,1,32,1,20,2
3904109,1,1,13,1,25,1
3904109,1,1,7,1,25,2
3904101,2,2,60,1,20,1
3904101,2,2,29,1,25,2
3904101,2,2,21,1,25,1
3904101,2,2,57,1,33,2
3904109,1,1,29,1,20,2
3904109,1,1,30,1,22,1
3904109,1,1,8,1,25,2
3904107,2,2,84,1,20,1
3904103,1,1,63,1,20,1
3904103,1,1,18,1,25,2
3904107,1,1,52,1,20,2
3904111,1,1,52,1,20,1
3904111,1,1,51,1,21,2
3904109,2,2,42,1,20,2
3904109,2,2,43,1,22,1
3904109,2,2,18,1,25,2
3904109,2,2,15,1,25,1
3904109,2,2,9,1,25,2
3904109,2,2,60,1,29,2
3904108,2,2,59,1,20,1
3904108,2,2,58,1,21,2
3904108,2,2,22,1,25,2
3904105,1,1,19,1,20,1
3904105,2,2,32,1,34,1
