BLK,detail,va_race,race
390490092201004,0,0,0
390490092201005,1,0,0
390490092201006,0,0,0
390490092201007,3,2,2
390490092201008,3,3,1
390490092201009,0,0,0
390490092201010,0,0,0
390490092201011,0,0,0
390490092201012,2,1,1
390490092201013,2,2,0
390490092201014,3,2,2
390490092202000,3,2,0
390490092202001,0,0,0
390490092202002,2,2,2
390490092202003,0,0,0
390490092202004,0,0,0
390490092202005,4,4,2
390490092202006,0,0,0
390490092202007,0,0,0
390490092202008,1,0,0
390490092202009,3,3,1
390490092202010,0,0,0
390490092202011,6,5,3
390490092202012,3,1,0
390490092202013,1,1,1
390490092202014,2,2,0
390490092202015,1,1,1
390490092202016,0,0,0
390490092202017,0,0,0
390490092202018,0,0,0
390490092202019,0,0,0
390490092202020,0,0,0
390490092202021,0,0,0
390490092202022,0,0,0
390490092202023,0,0,0
390490092301000,0,0,0
390490092301001,2,1,0
390490092301002,1,1,0
390490092301003,0,0,0
390490092301004,1,1,1
390490092301005,3,3,1
390490092301006,4,4,0
390490092301007,0,0,0
390490092301008,1,1,1
390490092301009,1,1,1
390490092301010,2,2,0
390490092302000,3,0,0
390490092302001,2,2,0
390490092302002,2,2,1
390490092302003,0,0,0
390490092302004,0,0,0
390490092302005,2,2,1
390490092302006,0,0,0
390490092302007,0,0,0
390490092302008,3,1,1
390490092302009,2,2,1
390490092302010,2,2,2
390490092303000,3,3,0
390490092303001,0,0,0
390490092303002,0,0,0
390490092303003,3,2,1
390490092303004,2,2,0
390490092303005,5,3,0
390490092303006,1,1,0
390490092303007,0,0,0
390490092303008,1,1,0
390490092304000,1,0,0
390490092304001,2,2,1
390490092304002,1,1,1
390490092304003,1,1,0
390490092304004,2,1,0
390490092304005,0,0,0
390490092304006,2,2,1
390490092304007,0,0,0
390490092304008,5,4,0
390490092304009,2,2,0
390490092304010,3,3,0
390490092401000,0,0,0
390490092401001,1,0,0
390490092401002,2,2,2
390490092401003,2,2,0
390490092401004,0,0,0
390490092401005,2,1,1
390490092401006,2,2,0
390490092401007,1,1,0
390490092401008,0,0,0
390490092401009,1,0,0
390490092402000,1,1,1
390490092402001,0,0,0
390490092402002,2,1,0
390490092402003,3,2,1
390490092402004,2,2,2
390490092402005,1,1,1
390490092402006,1,1,0
390490092402007,1,1,0
390490092402008,2,2,2
390490092402009,1,1,1
390490092402010,0,0,0
390490092402011,4,4,1
390490092402012,3,1,1
390490092402013,1,1,1
390490092402014,2,2,1
390490092402015,0,0,0
390490092501000,0,0,0
390490092501001,3,3,3
390490092501002,3,1,1
390490092501003,2,2,1
390490092501004,1,1,1
390490092501005,2,2,0
390490092501006,0,0,0
390490092501007,0,0,0
390490092501008,3,2,1
390490092501009,2,1,1
390490092501010,3,2,1
390490092501011,2,2,2
390490092501012,2,1,1
390490092501013,2,2,0
390490092502000,1,1,0
390490092502001,0,0,0
390490092502002,2,1,1
390490092502003,3,2,1
390490092502004,3,3,2
390490092502005,4,4,2
390490092502006,2,2,1
390490092502007,4,4,0
390490092502008,1,1,1
390490092502009,0,0,0
390490092502010,0,0,0
390490092502011,1,0,0
390490092502012,3,2,0
390490092502013,1,1,0
390490092503000,0,0,0
390490092503001,4,4,3
390490092503002,1,1,0
390490092503003,1,0,0
390490092503004,0,0,0
390490092503005,0,0,0
390490092503006,2,2,2
390490092503007,0,0,0
390490092503008,0,0,0
390490092503009,0,0,0
390490092503010,0,0,0
390490092503011,1,1,0
390490092503012,0,0,0
390490092503013,3,1,1
390490092503014,0,0,0
390490092503015,0,0,0
390490092503016,0,0,0
390490092503017,0,0,0
390490092503018,0,0,0
390490092503019,0,0,0
390490092503020,0,0,0
390490093111000,0,0,0
390490093111001,2,2,2
390490093111002,0,0,0
390490093111003,2,2,2
390490093111004,2,2,0
390490093111005,2,1,1
390490093111006,2,2,2
390490093111007,1,1,1
390490093111008,3,1,1
390490093111009,0,0,0
390490093112000,0,0,0
390490093112001,1,1,0
390490093112002,1,1,1
390490093112003,0,0,0
390490093112004,2,1,0
390490093112005,1,1,1
390490093112006,4,2,2
390490093112007,0,0,0
390490093112008,2,2,0
390490093112009,0,0,0
390490093112010,2,1,0
390490093112011,0,0,0
390490093113000,0,0,0
390490093113001,0,0,0
390490093113002,1,1,0
390490093113003,2,1,1
390490093113004,4,3,1
390490093113005,0,0,0
390490093113006,0,0,0
390490093113007,1,0,0
390490093113008,0,0,0
390490093121000,2,1,1
390490093121001,1,1,1
390490093121002,0,0,0
390490093121003,1,1,1
390490093121004,0,0,0
390490093121005,1,1,1
390490093121006,1,1,1
390490093121007,0,0,0
390490093121008,1,1,0
390490093122000,0,0,0
390490093122001,0,0,0
390490093122002,0,0,0
390490093122003,0,0,0
390490093122004,2,1,0
390490093122005,5,3,2
390490093123000,0,0,0
390490093123001,3,2,2
390490093123002,0,0,0
390490093123003,5,3,2
390490093123004,0,0,0
390490093123005,0,0,0
390490093123006,0,0,0
390490093123007,1,1,0
390490093123008,3,3,1
390490093123009,1,1,1
390490093123010,1,1,0
390490093124000,2,2,1
390490093124001,3,2,0
390490093211000,1,1,0
390490093211001,1,1,1
390490093211002,0,0,0
390490093211003,0,0,0
390490093211004,3,2,0
390490093211005,0,0,0
390490093211006,0,0,0
390490093211007,2,2,2
390490093211008,0,0,0
390490093211009,0,0,0
390490093211010,0,0,0
390490093211011,1,1,1
390490093211012,3,1,1
390490093211013,0,0,0
390490093212000,2,1,1
390490093212001,0,0,0
390490093212002,1,1,1
390490093212003,3,3,1
390490093212004,4,4,2
390490093212005,2,0,0
390490093212006,2,2,0
390490093212007,2,2,2
390490093212008,0,0,0
390490093212009,1,0,0
390490093212010,2,2,0
390490093213000,2,2,0
390490093213001,3,3,1
390490093213002,0,0,0
390490093213003,4,2,1
390490093213004,0,0,0
390490093213005,2,2,2
390490093221000,1,1,1
390490093221001,2,1,1
390490093221002,2,2,0
390490093221003,3,1,1
390490093221004,1,1,0
390490093221005,3,2,2
390490093221006,0,0,0
390490093221007,0,0,0
390490093221008,4,3,0
390490093221009,2,2,2
390490093221010,2,2,2
390490093221011,1,1,1
390490093222000,2,1,1
390490093222001,3,3,2
390490093222002,1,1,1
390490093222003,1,1,1
390490093222004,2,2,1
390490093222005,1,0,0
390490093222006,0,0,0
390490093222007,2,1,1
390490093222008,0,0,0
390490093222009,1,0,0
390490093222010,2,2,0
390490093222011,4,4,2
390490093222012,2,0,0
390490093222013,1,1,1
390490093222014,1,1,1
390490093222015,1,1,1
390490093222016,2,1,1
390490093222017,0,0,0
390490093222018,0,0,0
390490093223000,0,0,0
390490093223001,1,1,0
390490093223002,0,0,0
390490093223003,0,0,0
390490093223004,1,1,1
390490093223005,3,2,1
390490093223006,4,1,1
390490093223007,1,1,0
390490093223008,1,1,1
390490093223009,2,2,0
390490093223010,1,1,1
390490093223011,0,0,0
390490093223012,2,1,1
390490093223013,2,1,1
390490093231000,1,0,0
390490093231001,2,2,1
390490093231002,2,0,0
390490093231003,0,0,0
390490093231004,1,1,1
390490093231005,2,1,0
390490093231006,0,0,0
390490093231007,2,2,0
390490093231008,1,1,1
390490093232000,3,2,0
390490093232001,2,2,0
390490093232002,0,0,0
390490093232003,2,1,1
390490093232004,0,0,0
390490093233000,0,0,0
390490093233001,2,1,1
390490093233002,0,0,0
390490093233003,0,0,0
390490093233004,1,1,1
390490093234000,2,2,2
390490093234001,1,1,0
390490093234002,3,3,0
390490093251000,0,0,0
390490093251001,0,0,0
390490093251002,0,0,0
390490093251003,0,0,0
390490093251004,0,0,0
390490093251005,0,0,0
390490093251006,0,0,0
390490093251007,0,0,0
390490093251008,0,0,0
390490093251009,0,0,0
390490093251010,0,0,0
390490093251011,0,0,0
390490093251012,0,0,0
390490093251013,0,0,0
390490093251014,0,0,0
390490093251015,3,3,3
390490093251016,0,0,0
390490093251017,0,0,0
390490093251018,0,0,0
390490093251019,0,0,0
390490093251020,0,0,0
390490093251021,0,0,0
390490093251022,0,0,0
390490093252000,2,2,1
390490093252001,1,0,0
390490093252002,0,0,0
390490093252003,0,0,0
390490093252004,1,1,1
390490093252005,4,4,2
390490093252006,4,2,2
390490093252007,1,1,0
390490093252008,1,1,1
390490093252009,0,0,0
390490093253000,0,0,0
390490093253001,0,0,0
390490093253002,0,0,0
390490093253003,0,0,0
390490093253004,0,0,0
390490093253005,0,0,0
390490093253006,0,0,0
390490093253007,0,0,0
390490093253008,2,2,1
390490093253009,0,0,0
390490093253010,0,0,0
390490093253011,1,1,1
390490093253012,0,0,0
390490093253013,0,0,0
390490093253014,0,0,0
390490093253015,4,3,1
390490093253016,0,0,0
390490093253017,1,1,0
390490093253018,0,0,0
390490093253019,4,4,4
390490093253020,1,1,1
390490093253021,0,0,0
390490093253022,0,0,0
390490093261000,0,0,0
390490093261001,0,0,0
390490093261002,0,0,0
390490093261003,1,0,0
390490093261004,0,0,0
390490093261005,1,1,0
390490093261006,2,2,2
390490093261007,1,1,1
390490093261008,0,0,0
390490093261009,0,0,0
390490093261010,0,0,0
390490093261011,0,0,0
390490093261012,2,1,0
390490093261013,2,2,2
390490093261014,1,1,1
390490093261015,0,0,0
390490093261016,0,0,0
390490093311000,2,2,2
390490093311001,1,1,1
390490093311002,1,1,0
390490093311003,3,3,1
390490093311004,0,0,0
390490093311005,1,1,1
390490093311006,0,0,0
390490093311007,0,0,0
390490093311008,0,0,0
390490093311009,1,1,0
390490093311010,1,1,0
390490093321000,3,2,1
390490093321001,0,0,0
390490093321002,0,0,0
390490093321003,0,0,0
390490093321004,0,0,0
390490093321005,2,1,1
390490093321006,0,0,0
390490093321007,3,2,2
390490093322000,3,1,1
390490093322001,2,2,2
390490093322002,3,3,0
390490093322003,4,3,1
390490093322004,0,0,0
390490093322005,0,0,0
390490093322006,0,0,0
390490093323000,4,4,2
390490093323001,0,0,0
390490093323002,1,1,0
390490093323003,1,1,1
390490093323004,1,1,0
390490093323005,0,0,0
390490093323006,1,1,1
390490093323007,2,0,0
390490093323008,1,1,1
390490093323009,0,0,0
390490093323010,0,0,0
390490093323011,0,0,0
390490093323012,0,0,0
390490093324000,3,3,2
390490093324001,0,0,0
390490093324002,5,0,0
390490093324003,0,0,0
390490093324004,0,0,0
390490093324005,0,0,0
390490093324006,0,0,0
390490093324007,1,1,1
390490093324008,0,0,0
390490093324009,0,0,0
390490093324010,0,0,0
390490093324011,0,0,0
390490093324012,0,0,0
390490093324013,0,0,0
390490093324014,5,4,3
390490093324015,1,1,0
390490093324016,6,4,2
390490093324017,3,3,2
390490093324018,3,2,1
390490093324019,0,0,0
390490093324020,0,0,0
390490093331000,3,3,2
390490093331001,1,0,0
390490093331002,1,1,1
390490093331003,4,3,1
390490093331004,3,3,3
390490093331005,1,1,0
390490093331006,4,3,1
390490093331007,4,2,1
390490093331008,0,0,0
390490093331009,2,2,0
390490093331010,0,0,0
390490093332000,5,3,2
390490093332001,2,1,0
390490093332002,2,2,2
390490093332003,0,0,0
390490093332004,2,2,1
390490093332005,3,2,1
390490093332006,1,1,1
390490093332007,3,3,1
390490093341000,0,0,0
390490093341001,5,2,1
390490093341002,0,0,0
390490093341003,0,0,0
390490093341004,0,0,0
390490093341005,2,2,1
390490093341006,1,1,0
390490093341007,0,0,0
390490093341008,0,0,0
390490093341009,0,0,0
390490093341010,0,0,0
390490093341011,2,2,0
390490093341012,0,0,0
390490093341013,0,0,0
390490093342000,5,4,2
390490093342001,3,3,2
390490093342002,1,1,0
390490093342003,0,0,0
390490093342004,0,0,0
390490093342005,0,0,0
390490093342006,1,1,0
390490093342007,3,3,1
390490093342008,3,3,0
390490093343000,2,1,0
390490093343001,1,1,1
390490093343002,3,3,2
390490093343003,0,0,0
390490093343004,2,2,1
390490093343005,3,2,2
390490093343006,1,1,0
390490093343007,0,0,0
390490093343008,0,0,0
390490093343009,1,1,1
390490093343010,3,3,3
390490093343011,1,1,1
390490093343012,0,0,0
390490093361000,0,0,0
390490093361001,0,0,0
390490093361002,2,2,0
390490093361003,1,1,0
390490093361004,1,1,1
390490093361005,2,1,1
390490093361006,1,1,1
390490093361007,0,0,0
390490093361008,0,0,0
390490093361009,0,0,0
390490093361010,0,0,0
390490093361011,0,0,0
390490093361012,0,0,0
390490093361013,0,0,0
390490093361014,0,0,0
390490093361015,0,0,0
390490093361016,0,0,0
390490093361017,0,0,0
390490093361018,0,0,0
390490093362000,0,0,0
390490093362001,0,0,0
390490093362002,2,2,2
390490093362003,4,4,1
390490093362004,2,2,1
390490093362005,1,0,0
390490093362006,2,2,0
390490093362007,3,1,1
390490093362008,2,0,0
390490093362009,2,2,2
390490093362010,0,0,0
390490093362011,0,0,0
390490093362012,0,0,0
390490093362013,0,0,0
390490093362014,0,0,0
390490093371000,3,1,1
390490093371001,1,1,0
390490093371002,2,2,0
390490093371003,2,2,0
390490093371004,2,2,1
390490093371005,0,0,0
390490093371006,0,0,0
390490093371007,2,2,0
390490093372000,0,0,0
390490093372001,0,0,0
390490093372002,0,0,0
390490093372003,5,5,2
390490093372004,0,0,0
390490093372005,0,0,0
390490093372006,1,1,0
390490093372007,2,1,0
390490093372008,2,2,2
390490093372009,0,0,0
390490093372010,0,0,0
390490093372011,2,2,0
390490093372012,0,0,0
390490093372013,2,1,0
390490093373000,1,1,1
390490093373001,3,2,1
390490093373002,0,0,0
390490093373003,1,0,0
390490093373004,0,0,0
390490093374000,0,0,0
390490093374001,1,1,1
390490093374002,2,0,0
390490093374003,1,1,0
390490093374004,0,0,0
390490093374005,1,1,0
390490093401000,3,2,0
390490093401001,4,4,1
390490093401002,1,1,1
390490093401003,1,1,0
390490093401004,1,1,1
390490093401005,2,1,0
390490093401006,2,2,2
390490093401007,0,0,0
390490093401008,2,1,1
390490093401009,0,0,0
390490093401010,0,0,0
390490093401011,2,1,1
390490093401012,1,1,1
390490093401013,4,2,0
390490093402000,3,3,2
390490093402001,0,0,0
390490093402002,1,1,1
390490093402003,1,0,0
390490093402004,2,2,1
390490093402005,1,1,0
390490093402006,2,0,0
390490093402007,5,3,0
390490093402008,3,3,0
390490093402009,1,1,0
390490093402010,1,0,0
390490093402011,0,0,0
390490093402012,0,0,0
390490093402013,2,2,2
390490093402014,1,1,1
390490093402015,0,0,0
390490093402016,0,0,0
390490093402017,0,0,0
390490093402018,0,0,0
390490093501000,0,0,0
390490093501001,0,0,0
390490093501002,5,1,0
390490093501003,1,0,0
390490093501004,0,0,0
390490093501005,2,2,0
390490093501006,0,0,0
390490093501007,0,0,0
390490093501008,0,0,0
390490093501009,0,0,0
390490093501010,0,0,0
390490093501011,3,3,1
390490093501012,1,1,1
390490093501013,1,1,1
390490093501014,0,0,0
390490093501015,0,0,0
390490093502000,0,0,0
390490093502001,0,0,0
390490093502002,0,0,0
390490093502003,2,2,2
390490093502004,0,0,0
390490093502005,2,2,0
390490093502006,1,1,0
390490093502007,5,4,0
390490093502008,5,4,2
390490093502009,1,1,1
390490093502010,0,0,0
390490093502011,0,0,0
390490093611000,1,1,1
390490093611001,0,0,0
390490093611002,0,0,0
390490093611003,0,0,0
390490093611004,0,0,0
390490093611005,1,1,1
390490093611006,0,0,0
390490093611007,1,0,0
390490093611008,1,1,1
390490093611009,1,1,1
390490093611010,0,0,0
390490093611011,0,0,0
390490093611012,0,0,0
390490093611013,3,3,1
390490093611014,0,0,0
390490093611015,7,7,1
390490093611016,0,0,0
390490093611017,0,0,0
390490093611018,0,0,0
390490093611019,0,0,0
390490093611020,0,0,0
390490093611021,0,0,0
390490093611022,0,0,0
390490093612000,0,0,0
390490093612001,0,0,0
390490093612002,0,0,0
390490093612003,1,1,0
390490093612004,1,1,1
390490093612005,3,0,0
390490093612006,0,0,0
390490093612007,2,2,1
390490093612008,1,1,1
390490093612009,3,3,1
390490093612010,1,1,0
390490093612011,3,2,1
390490093613000,0,0,0
390490093613001,0,0,0
390490093613002,0,0,0
390490093613003,0,0,0
390490093613004,4,2,1
390490093613005,1,1,0
390490093613006,1,1,1
390490093613007,0,0,0
390490093613008,0,0,0
390490093613009,0,0,0
390490093613010,0,0,0
390490093613011,0,0,0
390490093613012,2,2,1
390490093613013,1,0,0
390490093613014,0,0,0
390490093613015,0,0,0
390490093613016,1,1,1
390490093613017,0,0,0
390490093613018,2,1,0
390490093613019,0,0,0
390490093613020,0,0,0
390490093613021,0,0,0
390490093613022,1,1,0
390490093613023,0,0,0
390490093613024,0,0,0
390490093613025,0,0,0
390490093613026,0,0,0
390490093613027,0,0,0
390490093613028,0,0,0
390490093613029,0,0,0
390490093613030,0,0,0
390490093614000,0,0,0
390490093614001,0,0,0
390490093614002,0,0,0
390490093614003,3,3,0
390490093614004,2,1,0
390490093614005,2,2,0
390490093614006,4,4,1
390490093614007,2,0,0
390490093614008,3,2,2
390490093614009,0,0,0
390490093614010,0,0,0
390490093621000,2,0,0
390490093621001,0,0,0
390490093621002,1,0,0
390490093621003,1,1,1
390490093621004,2,1,0
390490093621005,2,1,1
390490093621006,0,0,0
390490093621007,0,0,0
390490093621008,2,2,1
390490093621009,0,0,0
390490093621010,1,1,0
390490093621011,0,0,0
390490093621012,0,0,0
390490093621013,0,0,0
390490093621014,4,3,2
390490093621015,1,1,0
390490093621016,0,0,0
390490093621017,3,1,0
390490093621018,0,0,0
390490093621019,0,0,0
390490093621020,0,0,0
390490093621021,0,0,0
390490093621022,1,1,1
390490093621023,0,0,0
390490093621024,0,0,0
390490093621025,0,0,0
390490093622000,2,2,2
390490093622001,0,0,0
390490093622002,1,1,1
390490093622003,2,2,1
390490093622004,0,0,0
390490093622005,1,1,0
390490093622006,0,0,0
390490093622007,1,1,0
390490093622008,1,1,1
390490093622009,0,0,0
390490093622010,1,1,0
390490093622011,0,0,0
390490093622012,0,0,0
390490093622013,0,0,0
390490093622014,0,0,0
390490093622015,0,0,0
390490093622016,0,0,0
390490093622017,1,1,1
390490093622018,1,1,1
390490093622019,0,0,0
390490093622020,4,3,1
390490093622021,0,0,0
390490093622022,1,0,0
390490093622023,0,0,0
390490093622024,0,0,0
390490093622025,1,1,0
390490093622026,1,1,1
390490093622027,0,0,0
390490093622028,0,0,0
390490093622029,1,1,0
390490093622030,0,0,0
390490093622031,0,0,0
390490093622032,0,0,0
390490093623000,0,0,0
390490093623001,1,1,0
390490093623002,4,3,2
390490093623003,3,2,1
390490093623004,3,1,1
390490093623005,0,0,0
390490093623006,3,0,0
390490093623007,0,0,0
390490093623008,0,0,0
390490093623009,0,0,0
390490093623010,1,1,0
390490093623011,2,1,1
390490093623012,1,1,1
390490093623013,0,0,0
390490093623014,1,0,0
390490093623015,5,4,1
390490093624000,0,0,0
390490093624001,0,0,0
390490093624002,0,0,0
390490093624003,1,1,1
390490093624004,4,3,3
390490093624005,1,1,0
390490093624006,0,0,0
390490093624007,1,1,0
390490093624008,0,0,0
390490093624009,0,0,0
390490093624010,0,0,0
390490093624011,1,1,1
390490093624012,0,0,0
390490093624013,1,1,0
390490093624014,0,0,0
390490093624015,0,0,0
390490093624016,1,1,1
390490093625000,0,0,0
390490093625001,2,1,1
390490093625002,1,1,1
390490093625003,4,2,2
390490093625004,0,0,0
390490093625005,1,0,0
390490093625006,0,0,0
390490093625007,2,1,0
390490093625008,1,1,1
390490093625009,0,0,0
390490093625010,1,0,0
390490093625011,1,1,1
390490093625012,0,0,0
390490093625013,0,0,0
390490093625014,0,0,0
390490093625015,1,1,0
390490093625016,0,0,0
390490093625017,0,0,0
390490093625018,0,0,0
390490093625019,0,0,0
390490093625020,1,1,1
390490093625021,0,0,0
390490093625022,1,1,1
390490093625023,1,1,0
390490093625024,0,0,0
390490093625025,0,0,0
390490093625026,3,2,2
390490093625027,1,0,0
390490093625028,1,1,1
390490093625029,2,2,1
390490093625030,0,0,0
390490093625031,0,0,0
390490093625032,1,1,1
390490093625033,2,0,0
390490093625034,1,0,0
390490093625035,0,0,0
390490093625036,0,0,0
390490093625037,1,1,0
390490093625038,2,2,2
390490093625039,2,2,2
390490093625040,0,0,0
390490093625041,0,0,0
390490093625042,0,0,0
390490093711000,0,0,0
390490093711001,0,0,0
390490093711002,0,0,0
390490093711003,2,1,1
390490093711004,2,2,1
390490093711005,0,0,0
390490093711006,0,0,0
390490093711007,0,0,0
390490093711008,1,1,1
390490093711009,1,1,1
390490093711010,1,1,1
390490093711011,0,0,0
390490093711012,2,0,0
390490093711013,0,0,0
390490093711014,1,1,1
390490093711015,0,0,0
390490093711016,0,0,0
390490093711017,0,0,0
390490093711018,0,0,0
390490093711019,0,0,0
390490093711020,1,1,1
390490093711021,0,0,0
390490093711022,0,0,0
390490093711023,0,0,0
390490093711024,0,0,0
390490093711025,0,0,0
390490093711026,2,2,0
390490093711027,0,0,0
390490093711028,2,2,0
390490093711029,0,0,0
390490093711030,0,0,0
390490093711031,0,0,0
390490093711032,1,1,0
390490093711033,1,1,0
390490093711034,1,1,0
390490093712000,0,0,0
390490093712001,1,0,0
390490093712002,3,1,0
390490093712003,0,0,0
390490093712004,3,3,1
390490093712005,0,0,0
390490093712006,1,1,0
390490093712007,0,0,0
390490093712008,0,0,0
390490093712009,0,0,0
390490093713000,1,1,0
390490093713001,0,0,0
390490093713002,3,3,2
390490093713003,1,1,0
390490093713004,0,0,0
390490093713005,0,0,0
390490093713006,0,0,0
390490093714000,0,0,0
390490093714001,1,1,0
390490093714002,1,1,1
390490093714003,0,0,0
390490093714004,0,0,0
390490093714005,0,0,0
390490093714006,0,0,0
390490093714007,0,0,0
390490093714008,1,1,1
390490093714009,0,0,0
390490093714010,2,1,1
390490093714011,1,1,1
390490093714012,1,1,0
390490093714013,1,1,1
390490093714014,4,3,0
390490093714015,2,2,2
390490093714016,2,2,1
390490093721000,0,0,0
390490093721001,1,0,0
390490093721002,1,1,1
390490093721003,4,1,1
390490093721004,2,1,1
390490093721005,1,1,0
390490093721006,2,2,2
390490093721007,3,0,0
390490093722000,0,0,0
390490093722001,0,0,0
390490093722002,0,0,0
390490093722003,0,0,0
390490093722004,0,0,0
390490093722005,0,0,0
390490093722006,0,0,0
390490093722007,0,0,0
390490093722008,0,0,0
390490093722009,0,0,0
390490093722010,0,0,0
390490093722011,0,0,0
390490093722012,0,0,0
390490093722013,0,0,0
390490093722014,0,0,0
390490093722015,0,0,0
390490093722016,0,0,0
390490093722017,0,0,0
390490093722018,0,0,0
390490093722019,3,3,0
390490093722020,0,0,0
390490093722021,1,0,0
390490093722022,0,0,0
390490093722023,0,0,0
390490093722024,0,0,0
390490093722025,0,0,0
390490093722026,0,0,0
390490093722027,0,0,0
390490093722028,0,0,0
390490093722029,0,0,0
390490093722030,0,0,0
390490093722031,0,0,0
390490093722032,0,0,0
390490093722033,0,0,0
390490093722034,1,1,1
390490093722035,1,1,1
390490093722036,0,0,0
390490093723000,3,3,1
390490093723001,0,0,0
390490093723002,2,2,2
390490093723003,0,0,0
390490093723004,0,0,0
390490093723005,4,3,1
390490093723006,2,1,0
390490093723007,2,0,0
390490093723008,3,2,2
390490093724000,1,1,1
390490093724001,1,1,0
390490093724002,2,2,2
390490093724003,1,1,1
390490093724004,2,2,0
390490093724005,2,2,2
390490093724006,3,3,1
390490093724007,1,1,1
390490093724008,2,2,1
390490093724009,1,1,1
390490093724010,3,2,2
390490093724011,2,1,1
390490093724012,1,1,0
390490093724013,3,0,0
390490093724014,0,0,0
390490093724015,0,0,0
390490093724016,3,2,2
390490093724017,4,1,1
390490093731000,1,1,1
390490093731001,2,2,2
390490093731002,2,1,1
390490093731003,1,1,0
390490093731004,2,2,0
390490093731005,1,1,0
390490093731006,0,0,0
390490093731007,1,1,1
390490093731008,0,0,0
390490093731009,0,0,0
390490093731010,2,2,2
390490093731011,0,0,0
390490093731012,1,1,1
390490093731013,3,2,2
390490093731014,0,0,0
390490093731015,4,2,1
390490093731016,1,0,0
390490093731017,0,0,0
390490093731018,2,2,0
390490093731019,0,0,0
390490093731020,0,0,0
390490093731021,2,2,1
390490093731022,0,0,0
390490093731023,0,0,0
390490093731024,3,2,0
390490093731025,0,0,0
390490093731026,0,0,0
390490093731027,0,0,0
390490093731028,0,0,0
390490093731029,3,2,1
390490093731030,2,1,1
390490093731031,1,1,0
390490093731032,0,0,0
390490093731033,0,0,0
390490093731034,0,0,0
390490093732000,0,0,0
390490093732001,1,1,0
390490093732002,1,0,0
390490093732003,3,3,0
390490093732004,0,0,0
390490093732005,3,2,0
390490093732006,1,1,1
390490093732007,3,3,2
390490093732008,1,1,1
390490093732009,0,0,0
390490093732010,2,2,0
390490093733000,2,2,0
390490093733001,0,0,0
390490093733002,2,2,0
390490093733003,1,1,1
390490093733004,0,0,0
390490093733005,0,0,0
390490093733006,1,1,0
390490093733007,0,0,0
390490093733008,1,0,0
390490093733009,1,1,1
390490093733010,0,0,0
390490093733011,2,0,0
390490093734000,1,1,1
390490093734001,1,0,0
390490093734002,0,0,0
390490093734003,0,0,0
390490093734004,0,0,0
390490093734005,0,0,0
390490093734006,0,0,0
390490093734007,2,2,2
390490093734008,0,0,0
390490093734009,1,1,1
390490093734010,2,2,1
390490093734011,2,1,1
390490093734012,0,0,0
390490093741000,0,0,0
390490093741001,0,0,0
390490093741002,0,0,0
390490093741003,0,0,0
390490093741004,0,0,0
390490093741005,0,0,0
390490093741006,0,0,0
390490093741007,0,0,0
390490093741008,0,0,0
390490093741009,0,0,0
390490093741010,2,2,2
390490093741011,1,1,0
390490093741012,0,0,0
390490093741013,0,0,0
390490093741014,1,1,1
390490093741015,1,1,1
390490093741016,2,2,2
390490093741017,6,4,0
390490093741018,1,1,1
390490093741019,1,1,0
390490093741020,1,1,0
390490093741021,4,3,1
390490093741022,3,3,0
390490093741023,2,1,1
390490093741024,4,0,0
390490093741025,0,0,0
390490093741026,0,0,0
390490093741027,3,3,0
390490093741028,0,0,0
390490093742000,0,0,0
390490093742001,0,0,0
390490093742002,0,0,0
390490093742003,0,0,0
390490093742004,0,0,0
390490093742005,0,0,0
390490093742006,0,0,0
390490093742007,0,0,0
390490093742008,0,0,0
390490093742009,0,0,0
390490093742010,0,0,0
390490093742011,0,0,0
390490093742012,4,3,2
390490093742013,1,1,1
390490093742014,2,2,1
390490093742015,4,2,2
390490093742016,1,1,1
390490093742017,0,0,0
390490093742018,0,0,0
390490093742019,1,1,0
390490093742020,0,0,0
390490093742021,0,0,0
390490093742022,0,0,0
390490093742023,0,0,0
390490093742024,0,0,0
390490093742025,0,0,0
390490093742026,0,0,0
390490093742027,0,0,0
390490093742028,0,0,0
390490093742029,0,0,0
390490093742030,1,1,0
390490093742031,1,1,0
390490093742032,2,2,0
390490093742033,3,3,3
390490093742034,3,3,0
390490093742035,1,1,1
390490093742036,0,0,0
390490093742037,3,3,3
390490093742038,0,0,0
390490093742039,1,1,1
390490093742040,1,1,1
390490093742041,0,0,0
390490093742042,0,0,0
390490093742043,0,0,0
390490093742044,0,0,0
390490093742045,0,0,0
390490093742046,0,0,0
390490093742047,0,0,0
390490093742048,0,0,0
390490093742049,0,0,0
390490093742050,0,0,0
390490093742051,1,1,0
390490093742052,0,0,0
390490093742053,0,0,0
390490093742054,1,1,0
390490093742055,0,0,0
390490093742056,0,0,0
390490093742057,2,2,0
390490093742058,0,0,0
390490093742059,0,0,0
390490093742060,0,0,0
390490093742061,0,0,0
390490093742062,0,0,0
390490093742063,0,0,0
390490093742064,2,2,1
390490093742065,0,0,0
390490093742066,0,0,0
390490093742067,2,2,0
390490093742068,1,1,1
390490093742069,1,1,1
390490093742070,4,4,2
390490093742071,2,2,1
390490093742072,4,4,1
390490093742073,1,1,0
390490093742074,0,0,0
390490093742075,1,1,0
390490093742076,1,1,0
390490093742077,2,1,1
390490093742078,3,3,3
390490093742079,0,0,0
390490093742080,0,0,0
390490093742081,1,1,1
390490093742082,0,0,0
390490093742083,0,0,0
390490093742084,2,2,0
390490093742085,2,2,0
390490093742086,1,1,1
